latitude,longitude,stake_weight,uuid,GDI
-33.9258,18.4232,0.019631030837746557,NodeID-DAtCoXfLT6Y83dgJ7FmQg8eR53hz37J79,0.02440067713713061
-33.8678,151.2073,0.03847304697066501,NodeID-5mmVqScHrzTiSa2WVjo99g2yzL83EBS6W,0.02979882459124305
-33.777,150.8973,1.6609024104112288e-05,NodeID-AUeAjRR7q12Pps6Qckyy1PUzFwP34pFij,0.029795122103843184
-23.5475,-46.6361,0.006232755282950438,NodeID-3yiw3g5Rer7repmzoJaATJpkf7GnWD5j9,0.023393198387155586
-6.2146,106.8451,0.030817537216628433,NodeID-4CL8XnuYqfVVLxRre5C5A1dpRv3cZN2Zs,0.024232268489700635
1.1494,104.0249,0.0002063936982982633,NodeID-Mss1z2VZYsNSa4LyqD99vXeNd8h3hUMDA,0.022509947903038674
1.2897,103.8501,0.04458355175866162,NodeID-7843EeyboY1mZSmdzjqdJodxHycNn7Kv2,0.022466140645486986
10.823,106.6296,6.0813096255651435e-05,NodeID-Gey3HmUZyAXuvawThT1McvEjrofAwrGi6,0.021087007453202574
19.0728,72.8826,0.014399120081906283,NodeID-6ghBh6yof5ouMCya2n9fHzhpWouiZFVVj,0.014801607573400344
22.2783,114.1747,0.011265357353374094,NodeID-QKGoUvqcgormCoMj6yPw9isY7DX9H4mdd,0.02037121616675646
25.0772,55.3093,3.766411491352751e-05,NodeID-M9Q4Fc2StCtFCofjppsy6DC7JDGmtRfUA,0.015128322176762594
26.0686,50.5039,0.034241708018476036,NodeID-EmRTfxEKTLpzTyWJmYTXVxyGr79bsv4Bp,0.014480068369715276
26.6237,-80.1253,0.0006558562240866494,NodeID-FHGwnPLGdU3FBzbwnhayx1sDjxiiyb9sD,0.011558189505416152
28.2189,-82.4576,1.4952206794449866e-05,NodeID-PE1w1JuaNXay8NQzvkYuMZ2ZfygP6wQhy,0.011385093308187117
32.8546,-79.9748,1.4589926653377404e-05,NodeID-KhvVVixdSrBD6u9q25YYNbayxBnNsw9h,0.010451567445538995
33.749,-84.388,0.0005908950593639473,NodeID-AcVHs6PgeipByAajqn3h7PHDk9cZXDZ2K,0.010575130392230908
34.0522,-118.2437,0.0016503811621530562,NodeID-6xjnXHhLrLDafewh5t69uRqtHea75RSGv,0.011776425924186163
34.6938,135.5011,0.018341108925364467,NodeID-GuWMRuFkQPvPjdnuegSQYDmTMbj3UtPBm,0.020003551020572854
35.3195,139.1096,3.427594972649451e-05,NodeID-FKGhEFYnHUdFadoR2ePvdTTM5Sz8tgjHp,0.0204919020584404
35.3993,139.3102,5.462112914955272e-05,NodeID-3KX9tgCEQcTHbC8W9yY4zY32Cj3ET9MNQ,0.020493007282942243
35.609,139.7302,0.039956962825845564,NodeID-9mtTuxamXQyiePCNyheFEyjr4cAQo4Wbg,0.020491191027715322
36.7202,-4.4203,0.0003075100796467205,NodeID-8WvUBZyrk6XyF7pvcg3NJZk8jtJGi1W9G,0.006941453334438215
36.8468,-76.2852,0.0015246685390106383,NodeID-NZEnXQpa55wAhwpcUZFgSAREXW1FLdkzQ,0.009954901569488606
36.9081,30.6956,3.9784803521487334e-05,NodeID-KZiZi4sS44KZjmGtkeF6r1vs2MNN7p2kZ,0.009271551822556722
37.3394,-121.895,0.004302491286787651,NodeID-8TArWpFgH3sazEH8qP4gUjtGtFMvjw1aR,0.012950566178778086
