latitude,longitude,stake_weight,uuid,GDI
37.4565,126.7052,0.0323423792107216,NodeID-C9Bcji6rXUp22qyWhvYKm4v45hJAkzvpU,0.017949495796965934
37.5483,-121.9886,0.0007664454461700131,NodeID-56PBmfRBSmT2sYsPLiBPKVq2fQUVGEg9g,0.012928923802742858
37.566,126.9784,0.00021819622410650086,NodeID-AmFfzQQtUYm1RNuhkQuoG6hzaXpYYbYtE,0.017954676813171627
37.7399,-121.4262,1.628838243297105e-05,NodeID-A49YH2FmGteFpSV46b9WDxZWDEebAnH4q,0.012190742357564788
37.7644,30.5522,0.010843207539184078,NodeID-BjbQ5CSfFif4Xt8VCL9iTf7g3gyfg7NC1,0.009126085364521466
38.6273,-90.1979,0.00021211724389403512,NodeID-NTvJb2gZdvYU2kaMUrMbtu79KUMgyJNPW,0.010096366837304785
38.7135,-78.1594,7.742389406904205e-05,NodeID-3oaegcGaKyncpiWQCzEVd7vN1Vcsue3Wc,0.0097678213762797
38.9687,-77.3411,0.17119477875741707,NodeID-HM1vYJWnjWhJkJi8dErcu4p5UDxwUKbp9,0.009703313614352185
39.0834,-78.2181,2.458011828212727e-05,NodeID-JDYxVGLrUb8SHwuu5jZBXNC9rqYWd29PG,0.009727336266122046
39.6172,-104.9508,1.1556576456235662e-05,NodeID-P2Jp7sd5mv4ZGBqThYfjHkz1EyJUXoMcE,0.010122134669167124
39.9612,-82.9988,0.07069619295523592,NodeID-M96ypSznK7ECF4EGd5KfxcxCiboyAZnAQ,0.009412648326254791
39.9784,-86.118,1.1413902672825344e-05,NodeID-93bNuNqHUpmiZiT9bvcm4YdRU6ADQnESy,0.009628861086092368
40.3101,-75.1299,0.0029130918758583013,NodeID-KK6ifknXca7VGbqB3d5ccUzKta1zJiVM7,0.009488853676905442
40.4165,-3.7026,3.1001543802551814e-05,NodeID-KRhtytNVPjiSeZMJrqqE1vdHTCoMTHCer,0.006288903591527891
40.4993,-74.399,1.1413902672825344e-05,NodeID-AyLHcoNRCCvEBe5zMH2J4xvDVhZqjMB4k,0.00945392466111283
40.7143,-74.006,0.003930244117678199,NodeID-E5zrTRxiesQtX5fmu3uP6uWS6FyTW4ziH,0.009428627886000244
40.7608,-111.8911,6.960158195986158e-05,NodeID-HkpgaE4YB9Z7KmueQ2mz2cZFyfttvo6GP,0.010617037852641275
40.822,-74.4488,7.277313006078044e-05,NodeID-4eaj7e8pXaR1TSuCF5n7tKDCHPPemZGky,0.00942479121388471
41.0138,28.9497,0.00018196950475800103,NodeID-GMoxCucPFt2LPSpTh5hPbDPAp71fiV648,0.007910269243463627
41.2619,-95.8608,0.006783268581569278,NodeID-J7n7bUvog8Zdgj4bCNxRzjzrSKAirk7vi,0.009484114679710876
41.6941,44.8337,1.2355053178624259e-05,NodeID-JxxUAnbxUYQXzTQ8eNeE4jWQt9fTzWd8o,0.01156610223151928
42.5061,27.4678,2.680747184871671e-05,NodeID-6UMb71Emubx62ZEsNBPhhuEzZdqgGpKZY,0.006983760639653842
42.8666,-109.861,4.932893020528882e-05,NodeID-Fk1hBt9ZyaKiTPjq7MLyvL7Kgd2YMH4ie,0.010227151201439777
43.7064,-79.3986,0.0007898828217549486,NodeID-HvxZoKdC58RkD4ZVTYwjVZ3TsiQoTESEP,0.008946666370947652
44.4323,26.1063,1.149974367078552e-05,NodeID-2jz2UxTN4JBu5qxWi4gwtqyQPLizj6Xka,0.006352774245879503
44.6365,-123.1059,1.5294353403018316e-05,NodeID-Mm8qGQPb5tHF96ENH1MuYsYwhA5Nj2DHj,0.011866360840091439
45.2501,-74.1325,0.0009519559848304124,NodeID-PY5kT7pHUEZPmh2QK5k6w3H6pKhFGUfq1,0.009139224772730246
45.3071,-73.2626,1.2943365630983941e-05,NodeID-N8tijV4qwWMep4STmLzWJEkqbg6bSdCmn,0.009119627646178944
45.3134,-73.8725,0.013795177145057552,NodeID-E8CBDCxz5E7T2yVUeKEzR3VuJytqobJa9,0.009129931128558269
45.4643,9.1895,0.017120854009238018,NodeID-3Kw1H4pXQpmik4wfkjeMxdhrUxAkdq753,0.00554984776185118
45.5088,-73.5878,0.02888681982504067,NodeID-zbFM8qH7MnQ8uo6rm4tZaq6vhbF4cpgt,0.009117735072174652
45.5229,-122.9898,1.2287387765369652e-05,NodeID-GjhswJNtzhnY7WhsCnCQ6qttN1RFjzubp,0.011467185537989082
45.5469,13.7294,2.0469803231271074e-05,NodeID-DY2Tk5ZqUir1NpSiTwXVGdETCGGEV8wHe,0.005740353953891735
45.8399,-119.7006,0.022275203464807818,NodeID-LMaV6Nzx3kncqBXSvwApabEvjcrpWc7uY,0.010848149182503685
46.3044,16.3378,3.65109901048289e-05,NodeID-7EEYbCpedmA4bgHnnvhx4zXgMUpKe5Gkd,0.005833609055503534
47.0505,8.3064,6.273868489226301e-05,NodeID-33miCHPn9eN8H9Yi4bCzEaL9Sc5BLeKMg,0.005329761438740926
47.1688,-1.4729,2.3986318849891406e-05,NodeID-4teb2JJaaGsiLTK4qHQTpGMfy7zZdU1AC,0.0052787723202185185
47.1724,8.5175,0.0007610722825937938,NodeID-PqL7ZLMh4fFQNxKrKt9uWuZKa3UGsdcdQ,0.005320830548568669
47.3667,8.55,4.6123580700887216e-05,NodeID-FSqzWFLa9mvCV5WHBraVNUekg621YyMTE,0.0053025421807876985
47.4984,19.0404,3.806022915766975e-05,NodeID-BU3rNw3cZbX2Aw1CHwnupAh82jxgrtEmC,0.0059580218418404576
47.6062,-122.3321,0.009253106910479578,NodeID-9NEeo3Ayq5qGodBbMZ1gdCQ4bmGH59BBo,0.011247337980228493
48.1193,16.2661,4.421386289082867e-05,NodeID-AQT1i38PMJQxRqjpwrQ98QESW3EJzG3p7,0.005676085166005032
48.1374,11.5755,5.6367114841124306e-05,NodeID-4SvFyvJPHPYvkMnJqBaNcwr5yuU8sCsem,0.005360422407370425
48.5839,7.7455,0.0006935574841236656,NodeID-4bKCgF7VcG9ZtcfMwAVFfBJoh2xDgvz1j,0.00519048462061552
48.6328,2.4405,1.1419609624161758e-05,NodeID-36Vywf4J2tu9gA8xJCxZjwi2JABWSF7qo,0.004969701337965113
48.8534,2.3488,0.030128715583158244,NodeID-EvZXX2K2eVEV7n6Y8cnmeSRgj4JhkCVad,0.004955184589844056
49.2497,-123.1193,5.1163273555203654e-05,NodeID-4WGNJ4vv6bH3FLCJgovqn3D7RCJ8rKBDR,0.011508635186980806
49.4453,11.0222,0.00551999538519623,NodeID-Bw6s9DYKi2V9jRqNmaheGGg2Wz2Dv7DQo,0.005261268189241944
50.1025,8.6299,0.08446732689318653,NodeID-NJaSwZPtuiN9TxaFLVF2sk3eNNHGm2UC9,0.005145814960511274
50.4779,12.3713,0.039113186157470614,NodeID-Chy78FPagNNU7oAj1QWzrdPFjJgZP3Scu,0.005314580176977437
50.633,3.0586,0.005239546058986901,NodeID-4ETxBbffoA8cU54eMDVwQM5Ue6FEYu4s5,0.004850805315829162
50.799,-1.0913,5.478708706883693e-05,NodeID-Btr5hkRibMyYztC9jQg5T3fpKNeYf3Qdq,0.005016260006802129
50.8505,4.3488,2.6391673441248047e-05,NodeID-2xWeMjBPrnJejBo1vFiyNZzy2FcquZnae,0.004830822275621229
50.9333,6.95,0.0003044866274751306,NodeID-KVB8F5Gy8adXA2zCg3i3m3qJ23NoCDDiA,0.004852027013906574
50.9519,1.8563,2.0690894034203704e-05,NodeID-BNErXKhvFS9jsYTmr8KkaX13FZdTST1t3,0.004876644937198907
51.0495,5.2261,0.00010557859972363444,NodeID-LKPvVELtRehiZPQo3aSWuch123JpA7H48,0.0048293056055898715
51.2217,6.7762,0.01186503169642482,NodeID-NTTNYBYdkf3n5U4zrZknt1nst9rHzpuCj,0.004850256874613031
51.3813,1.3862,1.9395095467045578e-05,NodeID-3HvUXQy1siDNUBGWMYxwMfjufh8mxLtQY,0.004891588662265695
51.4416,0.1487,0.0032598867394474152,NodeID-A8X5CqiZhsqSEGNUNqZifHqskMvSUJBG,0.0049413588228359095
51.4862,-0.3083,0.014420033230342893,NodeID-tHkVEqdhWPdX2vJGbqDWebw2VPrho4Aq,0.004963970534386224
51.9942,4.2097,5.5889391798824036e-05,NodeID-Ges52zCMZimxqri3ia1J32mUAKyUsvcpV,0.004848795940616756
52.2284,21.0522,6.842868060887312e-05,NodeID-6na5rkzi37wtt5piHV62y11XYfN2kTsTH,0.005989530237964662
52.374,4.8897,0.012527332428126842,NodeID-KtKf9AuKyBvofsQE7Jn4eAzAndKHu1f4M,0.004864359743824717
52.4066,-1.5122,5.616764523009263e-05,NodeID-PvZnYX1Nz8jp1GjQFixs1TAX9C9QXwrwL,0.0050476909582777485
52.5244,13.4105,4.732204048153388e-05,NodeID-xuMEd2su4X2CGiom6AmGcMSxL2H8amTf,0.005411947236025682
52.6386,-1.1317,0.00022430099214488687,NodeID-BvpPGydG4inQCbkwRZ3nPMp1zAGToUTxz,0.005034916470776245
52.7033,5.2917,1.1442327176104153e-05,NodeID-4MqtiVkCYGD4TmoBhH3b6a6UTGNrPhvvW,0.004886058245965186
53.3215,-6.3144,0.08322889291513057,NodeID-GR11oP3kLHf82Xbi3H2kewqoM7ydHF5ES,0.005189869653933999
53.5228,-1.1312,1.387477716872444e-05,NodeID-MvfTRb81PAx9AHYxbz5xACaoG84PM7YQe,0.0050845470146019854
54.6892,25.2798,0.0008738452833660032,NodeID-4cJyBoufFfiMShtRhcd6WGTYdvUCE3Ai4,0.006158479732632659
54.9027,23.9096,0.004295871244608285,NodeID-95rcDYyjGNKckKCF8PKuTyEV1wxkQvP3n,0.006305145881817578
55.9333,23.3167,4.565561069130138e-05,NodeID-WRz6mTt6LCdSSvuHdqsrBYxi4hdfecTW,0.006302266782168042
59.3294,18.0687,0.012302706721137773,NodeID-ELjBQTBvaEAMk7Qx7qJNJsEh2DYC4nxUn,0.0062341759624866735
60.1695,24.9354,0.028782388458342786,NodeID-9YiwE69B2wcvXtEW986YcgQxGg9ctzmKZ,0.00651739251933587
