latitude,longitude,stake_weight,uuid,GDI,country,0.9linear_weight,0.8linear_weight,0.7linear_weight,0.6linear_weight,0.5linear_weight
1.3667,103.75,0.04802036695636906,Singapore,0.05875350892789781,Singapore,0.04909368115352194,0.050166995350674815,0.051240309547827684,0.05231362374498056,0.053386937942133436
12.9716,77.5946,0.004213853041875165,Karnataka,0.04464578032439616,India,0.008257045770127263,0.012300238498379362,0.016343431226631466,0.020386623954883564,0.024429816683135663
18.5236,73.8478,0.009217803529101922,Maharashtra,0.04099807608697051,India,0.01239583078488878,0.015573858040675638,0.0187518852964625,0.021929912552249357,0.025107939808036217
20.58806,-100.38806,0.002282503731015714,Quer̩taro,0.034740258888930134,Mexico,0.005528279246807155,0.008774054762598597,0.012019830278390042,0.015265605794181483,0.018511381309972923
22.3,114.1667,0.008954437713984725,Hong Kong,0.04876881384653547,China,0.012935875327239797,0.016917312940494873,0.02089875055374995,0.024880188167005025,0.028861625780260095
25.0333,121.5333,0.010183478184531648,Taiwan,0.05204246116051044,Taiwan,0.014369376482129527,0.018555274779727404,0.02274117307732529,0.026927071374923166,0.031112969672521047
29.9667,-90.05,0.00754982003335967,Louisiana,0.028168378588938444,United States,0.009611675888917547,0.011673531744475423,0.013735387600033303,0.01579724345559118,0.017859099311149058
35.6833,139.7667,0.06074971468703362,Tokyo,0.052215791789297084,Japan,0.05989632239725997,0.05904293010748632,0.05818953781771266,0.057336145527939,0.05648275323816535
37.3542,-121.9542,0.04723026951101747,California,0.03911109063665809,United States,0.04641835162358153,0.0456064337361456,0.04479451584870965,0.04398259796127371,0.04317068007383778
37.456257,126.705208,0.00904222631902379,Incheon,0.04981000043287489,South Korea,0.013119003730408899,0.017195781141794007,0.021272558553179124,0.02534933596456423,0.029426113375949338
37.5665,126.978,0.017206566587656923,Seoul,0.04984246522779975,South Korea,0.020470156451671204,0.023733746315685485,0.026997336179699773,0.030260926043714054,0.033524515907728335
37.9643,-91.8318,0.00280923536125011,Missouri,0.02717816094489945,United States,0.005246127919615044,0.007683020477979977,0.010119913036344914,0.012556805594709846,0.01499369815307478
38.9694,-77.3864,0.036520059696251425,Virginia,0.02351799046081647,United States,0.03521985277270793,0.03391964584916443,0.03261943892562094,0.03131923200207744,0.030019025078533948
40.0583,-74.4057,0.01703098937757879,New Jersey,0.023126414798843423,United States,0.017640531919705254,0.018250074461831717,0.01885961700395818,0.019469159546084643,0.02007870208821111
40.4173,-82.9071,0.0032481783864454395,Ohio,0.02358953165752378,United States,0.005282313713553273,0.007316449040661107,0.009350584367768942,0.011384719694876776,0.013418855021984609
40.7269,-73.6497,0.03564217364586077,New York,0.02297226137755781,United States,0.03437518241903047,0.033108191192200175,0.03184119996536988,0.030574208738539582,0.02930721751170929
40.75,-111.8833,0.012641559125625495,Utah,0.02924550182378339,United States,0.014301953395441283,0.015962347665257073,0.017622741935072864,0.019283136204888654,0.02094353047470444
41.5,-100.0,0.00992011236941445,Nebraska,0.027961022112947508,United States,0.011724203343767756,0.01352829431812106,0.015332385292474368,0.017136476266827672,0.01894056724118098
