id,latitude,longitude,stake_weight,uuid,distance_km
48,60.38,5.34,22,35499acb-c7fb-4a92-829a-8a510f02125b,116.40926830459223
49,6.2457,-75.5822,2,d3766854-b317-4eb3-8be2-65d7f74b02e5,2.1649408455261927
50,-34.6036,-58.3817,37,c3902b4f-0a5a-4c52-8f54-7e4c45fdaa6d,371.2420968623093
57,-6.1333,106.75,6,46215468-54b6-4c3f-a743-d23b50decbd4,373.6280670449973
59,-43.5,172.6,8,3ae1694b-9a76-4dbb-92f8-60998c5d9a10,13.182003697667726
64,13.75,100.4833,12,71857063-ab7e-4fe6-b04c-0a0da1cc5921,353.3086145592464
65,21.0409,105.7981,15,6e6435d6-39c5-4074-9691-a04994a1f4e6,523.4721828804569
66,41.0128,28.9744,47,ea1b9f98-341f-43fc-b2cc-60dd72ef5cc4,110.92044225235516
70,-33.0333,-71.5417,6,6a9ec616-31e1-4b90-81e2-7146f6cd8a9c,594.5139238416064
72,22.3,114.1667,75,2f64701a-1b2f-4bee-9765-477dab5d762a,395.08630429153976
74,10.0,-84.1167,2,bcc626c3-71da-4a96-9305-fa941b2a47f8,8.26968011965405
76,64.1333,-21.9333,2,31ea6f7c-1f4e-455f-8835-e90483380c3d,1.8547378671331767
83,44.65,-63.6,2,2f58b422-c6ef-4b94-b527-a1075fa8ab00,1.999621917670201
86,40.75,-111.8833,94,cfb4efa6-45a2-46c2-bf72-c3892f95e44d,186.42871764841593
87,32.0833,34.8833,28,6d4a18a1-c28f-4094-9a45-d13b3e634d60,31.244278783454806
92,45.5579,-94.1632,20,78a22530-7caf-4f8a-bf1f-48338158ca63,157.42854983093088
95,25.0333,121.5333,81,651168bc-a7c9-4b5d-b6f8-c22cb65c0367,365.2617733829445
107,-33.8683,151.2086,58,901700f9-b19b-4201-a709-75b581b2d13c,51.98655905211824
111,18.5236,73.8478,22,493dc397-36c8-4b01-9bd0-0951293bd153,118.54074811521447
113,37.5665,126.978,118,6db6605a-6d38-4c52-ae88-55cbe25bc3eb,262.1891926342103
115,-6.8,39.2833,3,c1b1ec78-edde-4a62-a067-610de7926f37,2401.735885453427
116,24.6333,46.7167,1,c06f1b71-bdec-4cfd-85fa-5f0d9e53ab76,541.2784994788107
133,24.95,55.3333,8,b4b026f6-7c93-4d4f-96fb-a266158e84cb,118.56439031339835
140,29.9667,-90.05,4,3f36c5ca-2911-4e7e-896e-502ee96e14a4,156.7789120109731
148,23.7,90.375,1,9e9f9bd3-5c64-4ef8-b5d0-e0bc7114effb,295.09411072993584
151,21.3,-157.8167,5,7d27240f-4d03-4773-8049-5975ad62ce75,58.86902605324397
166,52.1333,-106.6833,13,0ea42e8f-875b-4d70-bed0-3b9ba768d647,612.693021713824
169,-31.9522,115.8589,11,b37a529e-8cc2-4f61-b786-7d84bd42efed,0.23586975497041482
174,49.8333,73.1667,4,56feb68f-56df-48d1-be84-8fa2fedd227f,673.6005479808323
175,-26.2044,28.0456,9,75db2e1a-d650-4411-b6f0-2c7e7e40ceab,0.3071502197801391
176,55.0167,82.9333,5,50e04a6e-5799-4573-84de-354d013a200b,782.6785783136334
177,20.667,-103.35,10,61ca6400-d05a-42ca-adbc-83267fcfb7ea,504.92940031030446
194,55.7903,49.1347,16,2cb509aa-2849-4253-9951-114627ac8d98,401.9354575739125
220,15.7703,-86.7919,2,ef5ce331-4043-4005-8d89-82e44a9d5207,650.9861155685144
222,12.9716,77.5946,2,7158dfcc-76af-459a-82f7-11577443dfb9,182.10768226928732
224,43.1737,132.0065,1,9e38cbf6-7bff-456b-b59f-3d4d2c8a4482,636.5292497575895
232,10.8231,106.6297,12,ae7e8353-c027-4e36-9adf-9447798f4f72,0.015586123590746685
238,-15.7942,-47.8822,29,5ca9f8d2-5d8d-4300-9838-a5ce0c4238ed,599.9194912226853
242,10.4806,-66.9036,4,9934e831-cf6d-4ddc-9e69-250762756c5d,421.75924868089305
245,41.7141,44.8271,7,c76ce900-fbcf-4489-ac6f-c633a1c17c9d,433.12094104082826
246,35.8989,14.5146,5,832bc776-3823-4002-ad3c-104e4a97b646,4.60564329406438
