id,latitude,longitude,stake_weight,uuid,distance_km
0,-7.0833,-34.8333,2,13846642-c58c-46ed-ab39-89213cdec78a,558.23372176088
1,-37.7833,144.9667,41,e92a1a82-927d-4ad2-a73c-f108dbc1554f,255.40650019021345
2,43.6481,-79.4042,744,fdbd6252-2082-4a78-817b-1390e8e91eb5,86.33313135559293
3,50.0833,14.4167,183,7f2a7b08-c24d-4631-a42a-8f207e0231ad,113.5643836708033
4,48.8742,2.347,1674,11a00944-0ed1-4785-8710-0ab223380e5e,163.719756145892
6,35.6833,139.7667,157,ebaddbfd-63b8-4e9d-baed-cd01c5121295,32.847569879210994
8,-36.8404,174.7399,17,18448bbc-e055-4487-a062-40e65896c9b4,2.285057118775774
9,55.7517,37.6178,41,51e1c23a-05e6-4cf3-909c-572f2d6fa764,165.66927914323404
10,59.32,18.09,377,edf5a5c1-41cf-4ba7-a749-6eb9813373b2,71.16558903767759
12,32.7828,-96.8039,105,3f962898-b1f3-4e93-b0fc-3767f5bc4053,51.256437513170646
15,25.765,-80.2,53,9736e1e9-195e-48da-8086-eeee4a623d38,70.28220398398967
17,41.3857,2.1699,66,1ecb8a47-7108-4900-a204-4c2ac8391153,140.472142441978
18,33.7489,-84.3881,87,cfbe7761-f1e9-4fb7-9db3-7cea574d2e19,154.3006636583127
19,53.3478,-6.2597,71,1476b4d3-05d6-4345-aaba-260c9d14e433,4.663037535280464
21,-27.4667,153.0333,20,4fa471e3-5916-4675-9ab6-d7b1bd749cdd,43.1296234682606
22,41.85,-87.65,231,bd581668-496b-4546-a2f0-eac01de106f0,120.6152276871878
24,47.6097,-122.3331,179,2006d8c6-3f87-4a14-af1d-9153dc3fa493,144.9207193834918
30,37.5483,-121.9875,306,adeeb368-e1d3-42f6-be20-9d6da7a3fa3d,80.13753087947826
34,50.45,30.5233,22,8a9708b4-e5f0-43b8-a69c-dfc57316346f,308.4347075436208
36,3.1333,101.6833,180,22cd64d2-5a88-4a00-8b1c-4e9f9f2d1a15,324.39117191938016
42,-33.9767,18.4244,4,4cbe25b7-720d-465e-8251-212bfca7636e,31.6245930968924
44,38.7,-9.1833,32,44c550ea-d670-4f68-8bc8-665fe3fbe1fc,186.8626657650358
46,28.585,77.2,1,77b83000-2499-4d72-9ee3-06359bf5065f,19.38641630572308
