10km,15km,20km,25km,30km
3825313.791203047,2902304.3898825813,2387944.878471349,1451453.938632449,1715310.9155992013
3805575.7765964195,3267839.1778138955,2233581.983745677,1858501.304481443,1721762.9515389537
3130262.169194544,2622144.4817848727,2173195.7599710943,1450064.4796397977,1857201.1846342813
3837311.1643436635,2588427.9677830203,1748625.6017216358,1844445.0183030143,1378827.9100272032
3216389.350982817,2094429.754362765,2459265.560015562,1832423.1658251476,1713924.5999172037
3839586.079849032,2587246.436768287,2196695.117518798,1541130.874586274,1735341.8892540399
3185152.4164360096,3215972.931931698,2171264.1196009708,1943874.2217368134,1731690.7863273644
2452260.0954082375,2618125.67447009,2188444.983797395,1441302.0833829227,1505097.7209608627
4731642.322933227,2877414.5385664804,2197015.773717726,1829312.3182596136,1809252.6021343786
3851770.51257826,2577336.974505155,2173991.6188740423,1508510.6517706146,1722059.367649739
3816191.3218969125,2077898.5118754276,2384730.734000178,1884126.6956398734,1735031.7666785
2661070.2234224756,2581643.0935531547,2195897.4917915035,1856870.8613023083,1699286.783704336
3489506.1690315194,2867795.931129783,2796248.230382239,1864900.0708429115,1732440.4219073702
3172120.7878142074,2606142.576751919,1857618.23734876,1833499.1483754457,1446647.38523118
3841932.1041326816,2077751.5482036646,1743114.1517317402,1538743.1781995238,1435773.950531991
2428668.351320047,2211096.3358623837,2198017.6328471648,1844791.5949793635,1714269.4530212348
3808982.1472821957,2637989.0695073777,2444783.4749822435,1851892.559887654,1707288.3612425516
2448027.372840838,1993909.0249290527,1654406.9152162801,2003541.6298505643,1722188.6131000642
3165623.3780663693,2584578.4701841753,2195909.1020892505,1470404.3770471227,1708733.8258330005
3449318.929719708,3172815.375267562,2321099.734235139,1839971.5614700196,1515650.5913946226
2436092.717479626,2859439.425555529,2444065.2658298635,1856942.7267643507,1704364.1462389512
3780799.828768661,2631670.5848858,2791572.6908840993,1853122.3044566603,1730585.5040622472
3152527.3675582493,2574487.2949823774,2185320.1727136904,1596083.955911114,1730761.405336816
3799823.451310562,2865119.0545136337,2195760.1312590498,1939173.4363099232,1731008.8585859064
3106504.7094432,2588128.0529043386,2211682.246331476,1843217.7890376558,1415953.6534992855
2432987.4461768344,2046002.123361002,2188791.2410640535,1843337.905351882,1393687.6756476257
2433541.1649560514,2583043.5437346604,1744363.520405105,1856576.9932742764,1321881.371318673
3832576.21820552,4180138.4061920247,1725713.4720343652,1827272.2593551213,1718341.1884537437
2434824.3784563015,2580041.593382751,2173163.0794873843,1859589.7712363873,1488070.0774790868
3104169.238785475,2580606.6497342302,1822646.157706263,1540258.8283920346,1746891.1443835252
3156790.1908944272,2040724.8438745346,2160076.210017515,1532518.7808700046,1703765.3565143673
3098040.095788259,2570366.631986376,2157187.28082391,1840378.4966346042,1718557.7962246642
3095659.0489321225,2571885.7351476247,2182496.8388367714,1828286.4225834387,1703359.3966706544
3790004.302639596,2567879.5253277766,1736874.996602226,1843437.868942338,1390987.2937559192
3094166.446284044,2622468.190078572,2194259.503519144,1834293.3055065295,1685910.5745746586
3100703.26577835,2563937.9737667073,2158323.448526094,1605389.7894249659,1688085.6202334913
3149506.079909754,2849846.9490217846,2336224.239760061,1829458.7293274929,1719515.3006639427
2426132.9496952845,2576921.4051694316,2300978.635023317,1813409.051410881,1707232.50762639
3418383.807229306,2555654.835027066,2445498.3380318373,1852087.2358188403,1693715.2862434627
3092551.4420903777,2566859.3173705256,2183526.7200291585,1861338.2479485818,1689264.6028906172
3089886.353562126,2902587.253950592,2146853.623339115,1506970.2592190264,1702782.3032032608
3193565.5831560595,2560439.772758444,1627161.456022424,1483389.4196375345,1756082.1606354436
3088227.390370526,2573522.329910739,2188261.3362315097,1414208.6765734747,1348319.2338878687
3095807.9630358615,2552533.457443173,1625827.5744421568,1839386.5516095238,1697652.7537397726
2401387.9304554956,2581288.570606014,2172232.7530713854,1577712.2787886155,1370401.5663810102
3135100.712864098,2902952.509340034,2158488.553962297,1863657.7439258543,1301123.318372442
3128473.086581386,2574821.958668228,1727191.3596737727,1828827.392477136,1684701.9976853258
3247215.6789686223,2039113.18051047,2268714.413701863,1563932.3032296798,1763858.6674770657
3085850.6591985114,2553783.6459562024,1615908.11655347,1839569.3731548118,1684134.4847388153
3092571.566033076,2817972.9799475963,2141035.9525187206,1824144.0030996094,1305953.1676120977
3084302.64997949,2033858.077379597,1696757.6549113195,1483462.7456557597,2394823.9897248847
3241599.407929949,2625876.797433516,2094299.2574613278,1807280.4913483106,1688895.3942940717
3083919.5235979934,2548707.0462392746,2186453.9301524023,1810081.9173095531,1294645.807044016
3438662.0520779067,2028775.7001082299,2196158.460539932,1848711.3628709356,1374131.2132028793
3083631.2524107574,2896581.7514499007,2160307.6397012565,1828047.5588054734,1382221.319828291
3122381.721029121,2569928.6580215185,1723112.6782382557,1806598.9970388499,1683528.769289374
3872153.1838595006,2546342.187114589,2153464.461366366,1812600.0688141747,1398593.1356894951
3778352.8151731705,2561461.9383497066,2161216.3722288953,1828446.3103038631,1424973.6146934875
3419775.7568913223,2575158.0803208374,2322669.191352592,1865225.508112911,1898267.6649932123
3849756.5336330123,2547920.470786553,1648952.7296172816,1441772.8601438007,1354701.7259496571
3117336.74334466,2546359.5163713866,2152350.878870531,1818519.5083102556,1696768.434478237
3079801.291045894,2814180.8854815033,2186600.8315791725,1466214.3025959106,1995689.5318456031
3114683.0339665324,2568944.6118056388,2181967.670266257,1392336.6584731918,1305732.3775182562
2418262.162206045,3285877.5547293457,1787151.1789095828,1806083.4509353137,1673847.365459827
3078608.275313472,2560279.8065397386,2263156.0257617645,1899642.814375216,1683689.4411194378
3791739.679085947,2129596.515765934,2151503.969905125,1805073.3383478038,1320631.583114419
3112678.8095297134,2568488.643769607,2171356.686288647,1389324.341965627,1707063.652552217
3385875.284794166,2021887.250156195,2186170.619778452,1867042.7335852096,1283588.2472336353
3067190.592377059,2571435.6839188416,2148238.6294829394,2542841.3383966014,1293887.5586095366
2400281.3978224504,2879559.6159627945,2172656.1100214394,1811227.1704072254,1678552.1062504372
3072146.164850966,1937864.7210931354,1719196.4994375014,1385193.4574979814,1891183.2247513826
3375821.1982812914,2568946.67526893,2167603.6118800403,1465339.9047273695,1698396.3425460153
3099889.0275401953,2725716.1175777293,1716115.5840816149,1474195.8457581818,1328426.8385544368
3379903.859286152,2880269.44261223,2152334.8083426147,1806097.8507688376,1335226.5899554053
2394025.1089018052,3280520.895647539,2154054.297127844,1491450.7843711928,1677210.2437796355
2555508.2054101657,2557620.93346792,2150358.43382099,1519340.6966177272,1726440.6380946306
3373669.4456032254,2568776.206182288,2171532.889924894,2046579.7493407424,1762270.6680251807
3134349.6381063173,2594062.569606153,2145749.823284216,1448933.1830760818,1432301.4483897593
2310092.3444588003,2571429.1765871723,1794095.981728666,1817342.5838688398,2154723.6333036376
3075133.821147074,2046198.6979957628,2140492.457376759,2153582.549213856,2169990.38438111
3748925.430532507,1989786.5985192384,2015822.282016659,1396103.8614199064,1673685.8591215846
3366242.8250220222,2554894.1325342916,2180735.168298175,1795932.9644756557,1724495.336261375
3370942.2701408244,2544744.977850285,2170396.343438208,1808766.802593304,1672178.331114486
3127231.387277744,2100463.860610373,1691279.4920975838,1410312.732156303,1669596.2642729196
3063259.0850567063,2534768.0389225422,2137714.475941294,1827868.6563987255,1318855.5921664361
3372542.0468992637,2532994.213803978,1660675.7651487435,1372972.8030847826,2150127.6301616714
3074497.132803615,2554309.5989252403,1584302.998481982,1376142.2077454035,1564678.0017054016
2357277.048610605,2018320.5227017077,2166557.4120289576,1794571.0898536276,1750989.1699015398
3074503.963220803,2578723.2477213284,1766216.69388972,1801419.6091286184,1729977.0439798534
4802027.223403311,2534580.143969771,2173417.654508314,2040819.4229210683,1365435.645683692
3069937.8554779994,2762640.765884546,2139386.863511056,1818933.5768822958,1724302.9199336763
3070967.2443636335,2701385.5666972445,1744701.401595777,1413061.445301779,1409411.115271836
2359696.167443139,2880562.637133182,2166767.6010776777,1427428.0207173529,1355473.1497113036
3061174.9072585083,2555510.6365802046,2148971.3688591747,1424354.2043054313,1303839.2378705847
3061232.8084415086,2522051.845294453,1666632.4036418104,1798827.3476799224,2147475.0970347025
3058404.37532292,2524634.420620226,2117037.329739688,1848554.0633113259,1299127.7897862168
3117573.6003666813,1908147.5312573682,2119355.602999229,1902262.1373869353,1262244.9759627138
3054004.8775945962,2561006.408671006,2156157.9415325797,1515514.8377647863,1572140.3024265107
3059442.0413728263,1907426.480703521,2153941.0204965295,2320078.055165514,1258820.5632300659
3356206.9289730387,2543397.289408841,2111478.1501451028,2312532.6707968796,1294701.268447985
3056261.4037833586,2519844.906977271,2121856.910322743,1794470.4139736842,1674183.9514930032
3058255.9550322597,2528885.5540541643,2139185.650322534,1846438.7477089867,1257949.8044286883
3066553.999778369,1999827.0375474528,2174127.779499853,1794121.1548301734,1309481.8242710726
3059104.5427737487,2656734.8050456606,1611712.997743701,1791102.2162208632,1672551.8752384346
3350839.449355017,1896215.6841114254,2128772.494597044,1402858.663091883,2156211.0386587633
3338309.656015074,2515046.265246171,1630723.667744574,2291789.703227005,1277176.234555156
3043255.715999408,1979262.6212462152,2108915.0515521364,1637144.7147217845,1675408.7665415993
3055344.6547629284,2372182.761181518,1561888.9190174611,1872791.084108849,1256116.7624684176
3055633.5182963065,2558830.1953549683,2115332.6901984382,1865057.4760023681,1752950.718896933
3419013.1112047387,2570140.9334085197,2213636.8762641065,1454418.497948725,1279393.8809437228
3049807.761771108,2530574.285708586,2114930.2016085014,1858760.828025691,1724713.6597950298
3053726.3056039806,1988107.497301134,1556408.8476729174,1498492.2593031777,2122291.679162967
3063036.6392822633,2523480.4319390194,2175957.775672118,1442881.0226622035,1261977.4415838001
3039681.1592227733,2533260.006036666,2881956.110725181,1393983.4357604429,1282491.3695543865
3072173.9354821583,2527773.78626861,2119869.276122063,2288869.6343140304,1231328.991396888
3053914.067091443,2529334.3137427126,1553207.8406427135,1382204.7836959627,1669324.6538853128
3420703.634527205,2741483.250604611,1646243.938214083,1348418.5427387548,1249050.5884002114
3065476.352204133,1950447.7979796878,1655881.201511185,1645580.669718711,2061901.571072239
2354142.792574164,2531980.106354979,2114618.5861742464,1345551.661206306,1227452.838764912
3066025.3691721973,2558963.2846114584,1674298.270400495,1857600.0312085003,1234458.022241201
3418128.944511172,2525239.7118239035,1704641.7368543844,1384872.2899505962,1225953.5047960293
3061760.6796089406,2553547.4098980646,2362846.8547302564,1794452.174171113,1278011.849704922
3412886.2677664575,2036499.690691165,1602955.658852077,1344687.962739144,2022229.737999541
3042261.4002222186,2650261.588805665,1667075.1357642321,1402512.990686185,1338967.9611584323
3323294.323160308,2521222.9765076274,2141969.795413466,1793069.8060303256,1300632.7230938976
2348183.3941665515,2542244.406100352,2485197.5331771164,2313282.767279833,1338214.3546188946
3120829.527880736,2524308.4280667487,2113380.5049237963,1365341.8856327413,2143878.3026424656
3035250.94789319,2558444.5290342085,1549573.6401891634,1795601.0376736647,1719042.4045870986
2342607.6319434666,2513619.516991577,2104143.9917213414,1342704.8208296944,1220998.872928245
3413357.4321328877,2542274.112226497,2118529.3026908976,1887971.0792884775,1222760.599300266
3059476.596663535,2016384.8456163167,1582386.771168292,1370710.2077473875,1236295.001227464
3032582.835303131,2537841.9391386663,2476728.397865564,1860630.908903902,1308717.900380418
3049962.3702341956,1978805.2536934393,2142567.752184212,2276812.3939446756,1671931.1772138148
3044668.601017576,2532410.8123897905,2154895.708535921,1348448.451350949,1654475.5609826776
3033803.387182684,2523371.6847076532,1538307.7576425695,1371447.0155706448,1207784.9013044154
2341956.885101355,2519982.46730994,1540758.971910481,1315902.9028970913,1229098.0109206913
3032471.839435276,2542375.206144555,2102638.764490387,1789496.6905713226,1205827.0556305314
3318977.4866253096,2523926.3905669223,2109676.0385068064,1328120.3051780341,1301096.9367381954
3408641.4830458164,2549983.9619608624,2350917.6174357636,2222126.8554352666,2079645.9258781741
3058730.8790303036,2073461.5870035714,2143880.0974358153,1311737.5198998977,1674903.2009752735
3866222.672101176,2540407.8521590307,1581301.6178770836,1319603.7465201,1342440.3075274227
3049217.2990590637,2517152.3747501867,2101555.1000537425,1309891.5358107735,1202260.7714781447
2469880.1303090113,2292938.9964204566,1577926.3315948306,1369523.7766957788,1330785.8874429462
3058491.128377913,2552073.9081085706,1574233.6470255624,2180015.670437144,1724020.7460025966
2334347.1610166607,2543556.834401888,2106767.3137906543,1432898.7084971457,1274196.3304639147
3063183.9445877005,2518552.8834830485,2155310.489188963,1383192.5557617208,1347729.105676256
3393847.946189946,2543032.738708832,2212722.5405390076,1423376.9949500218,1209397.679268925
2244220.28615119,1960511.424442617,1699990.3542242688,2285359.7877782458,1266792.8379450878
3059754.5351507813,2516093.6395568745,2666114.658024595,1849986.2188326917,1393059.0551958142
3056029.5074738604,2513785.4617534033,2673616.032845677,1304637.9347397557,2112702.7408922664
3219896.6007355885,1917878.9789999323,2102854.5139288255,1306621.7200686047,1203875.3449927277
3046540.578855029,1857568.9744242048,2152864.177276888,1313179.878446232,2130367.7387766875
3395935.6880844412,2536656.622421899,2101669.8701538523,1391447.5682211958,1315110.2831997056
3860090.4493007553,2029065.5543170646,2098680.156951519,1792016.496776015,1550001.1190492895
3046666.8915327587,2549523.528288513,1569618.0471172214,1764372.736345865,1220585.6030991338
3047538.578730752,2514130.2544302247,2651126.455412926,1290826.538236528,1310088.4245611555
3060523.064066779,2516204.5249483995,1829453.5658449037,1306228.33682165,1241594.9319565261
3072281.361860377,1991943.7101819022,2207228.066912559,1288638.4707748217,1305991.1131341117
3060572.598150838,2536905.908104853,2170265.840290588,1385209.55480232,1218384.7298856426
2392109.223556085,2517573.785118535,1634492.6113422816,2231885.459786611,1204758.3596118651
2293020.6021706695,1940395.3082070034,2163337.974071081,1794939.2541285893,1202120.8088930405
3043583.838381982,2485668.9741741684,1676202.5646232984,1418353.7312557797,1256747.0219783955
3031332.60330672,2488961.7615367146,2168278.7544794106,1284725.8179590434,1206589.8560238678
2410401.3570879567,2526095.9864749075,1616696.8169789596,1415147.3769457368,1296181.9401243392
3019830.8355202004,2523154.1179656405,1548548.309411314,1856021.6110866826,1247371.6163310518
3018543.524297126,2473589.1413223334,2647813.576913904,1362857.1929887955,1197781.633244259
3043393.219935918,2494162.2599510034,1547036.883321219,1283723.564462461,1238079.228817459
2318015.004884742,2504571.420540991,1486310.9955246518,1433542.0962102427,2109494.3658885257
3068516.194783892,2548921.4620150854,1822131.4656433656,1291922.97775661,1318251.489261328
3020184.1930667954,2522641.22517352,1492529.2163632512,1349010.5176845654,1973822.6551373748
3264956.434579535,1875609.5148087405,2161982.159346699,1470304.489322696,1194424.8461781857
3192513.4711708603,2496722.1604212164,1554883.299205221,2267057.9807738247,1214041.4914599075
3033993.784250611,1924029.6712090694,2103200.2524284506,1285777.0544922266,1206966.59100197
3187527.028425917,2470487.970899831,2103737.884233509,2277724.1644214336,1960595.3845039888
3395187.1531128543,1840659.3925405175,1499537.6864056704,1398707.2913074044,1238012.301856269
3046627.78419183,2483872.751562994,1562352.3470029938,1630902.7856018997,1230985.109344742
3006879.8658740614,2596893.0880060564,2100922.147511012,1303560.856861737,1249970.76317942
3009735.184939481,2482875.4934004555,2669593.8391032624,1393452.9032919144,1191656.8415031692
3380756.092682696,2533392.8263529497,1531334.9289334733,1326061.4303343184,1193145.2860774302
2210564.830336182,1827306.3720182076,2104728.29320855,1388430.8608782021,1215332.4530087102
3054660.88153456,2544281.1943744514,2626254.122241805,1294612.8174169147,1290026.5354637043
2210125.038845598,3227957.5033401162,1497423.8744311668,1327637.5164375952,1685121.0531422063
3032328.957836,2490053.5804226357,2193282.6372851604,1286816.342279053,1368765.4610179584
3053166.8727699383,1828855.474441643,1535245.484159031,1283875.8549348437,1238329.6555291708
2204232.6125140567,1917878.3188566174,2166512.5300965183,2250716.711822133,1243860.6118877714
3004285.2355508828,1926195.8115243788,2097854.106670494,1344219.3216958488,1200853.6309133607
3013697.9251455106,2485294.4147024443,2619503.9688700284,1288855.2913959632,1207912.2671608592
3005218.173255338,1944170.844495026,1503140.4921044067,1378085.675642372,1231148.7192086796
2303270.577187391,1942278.2459845366,1533734.7392591976,1332648.8471400654,1302451.19221364
3148021.0602168674,2489077.5844072253,1539308.8703008543,1279056.3834610423,1704492.5378065603
2197265.662244818,2486149.425730666,1457944.1474260655,1326186.1088944357,1230103.9551041264
2998881.976689878,2786197.0208561374,2098480.768861639,2263466.4290584847,1253578.5164044902
2285077.6004873705,1822476.4992233536,1490628.0254532688,2271643.0041474244,1224436.6359752123
2700945.934316835,1891946.4195335235,2559653.950419802,1401892.0998831405,1205225.6647002532
3053195.934012409,1936070.6964261518,1453551.535517914,2128590.6107321354,1200013.7954969343
3068622.1958492785,2510428.673030691,1478838.1015902024,1275318.2438357116,2132646.2081907536
3018114.484127726,2918755.2178094797,1450468.6970469623,1289923.2167876265,2834806.883961913
2295953.5222323355,2483907.3472970757,1534509.2300073463,1288488.322178797,1251317.1832108593
2994562.945624416,1820602.8034548694,2513136.2685957206,2114333.6505819033,1602614.1565631188
3005298.0075591565,2473963.016678274,1607228.0023245108,1322158.0427054232,1191328.3606562316
3014843.9618756976,2482641.839458575,1551697.0216739732,1314308.767495248,1276405.4096734554
3000977.730588691,1848601.12729828,1578694.4945050778,1335706.48319133,2103058.1484723547
3238105.7369902194,2908801.188648069,2645340.877754291,1272239.4430001373,1220120.6760587418
2267114.91540256,2511109.039401807,1472909.1248124975,1315940.0870300496,1277537.8335164008
3018313.578000517,2525155.138469349,2150920.8504997944,1273922.8441504056,1214163.708655074
3054173.178346597,1808666.6647808354,1452408.580052296,1299084.1335700045,1201224.9098279353
2996407.069036797,1807529.843092883,1462593.4228620522,1371051.7664358343,1251602.4248326845
3047115.631631998,2472161.973217368,1479403.0909048703,1817259.8108423138,1273934.233841436
2368975.9157938207,2481211.583262052,1560142.0233114662,1447536.633901068,1189267.2362805186
3140521.8551127166,2770033.4238582808,2101598.7923047435,1325657.7967045205,2095890.9443371312
2991898.2787518343,2512603.71470834,2071488.390413872,1328889.7495314078,2099539.1898700832
3034063.0504298173,1827075.9833448185,1444826.3581472351,1281705.52691974,1210642.7931538422
2995272.2625941914,2470915.8201807966,1465184.042138537,1289567.3300798044,1205109.3541422784
3054115.480691429,1861109.7993777292,1434722.1535848053,1314577.7453103557,1315403.3804829048
2989115.7764808726,1856116.0913319567,1558283.7296793337,1384811.786220579,1276205.7490908853
3030362.5726363137,2475741.30402313,2570914.5032004584,1831874.853425141,2149029.9164547506
2356674.0420259386,2519051.599199576,1439117.4318941985,1314862.8715798839,1228911.4394300648
3026152.768000991,2608517.188972136,2105199.643745819,1334296.1896982521,1270660.4725668114
2285101.1696218345,1971213.1127347494,1586115.9620374283,1328625.4324726013,1175907.038711348
3018561.4905380234,3121699.9862298453,1437839.6155613752,1333820.37860509,1193261.5144195042
3010277.7334577157,3146761.432186733,1568658.5850737973,1313738.4992838255,2060826.458884156
2990381.0344092348,2470289.2362969774,2158117.8599632075,1307174.4988334347,1211782.895755228
3034998.045204917,2516205.0618923437,1528128.6925142775,1286623.7461586103,1179471.5179435934
3009123.775976327,2471434.4630476823,1436864.9825516702,1280808.478956355,1241839.7493321355
3043187.390492987,2467516.986358205,1433482.1936482312,2287634.764261778,1185395.8266662604
2402166.9794941656,1813706.759634131,1600987.8169262335,3036669.996437436,1281548.7382847625
3032408.634221988,3122044.7147440542,1445736.5298780352,1338626.9906137753,1604760.165205074
3001564.89624547,2083960.7789642077,1506568.773245457,1697766.7009256447,2102639.8481068052
2617604.7230367316,2584306.128830608,1647841.7879128456,1271076.9683171099,1193818.2968025256
3046217.3337978264,2552803.4043839863,1445522.9650131655,1356104.7685116958,1240746.2622009527
3044576.151443365,1916146.8311073799,2611174.2926577115,2256399.9589827564,1257592.313544551
3015445.7398639442,2544219.222383886,1438066.5544941027,1302521.2564670243,1183775.9862730762
3003100.0222052904,1961538.460852495,2633005.0643916754,1357316.84102218,1679171.5160879022
3036453.581413442,2550398.2843901836,1557536.5050309186,1268391.612210832,1206218.2350901917
2276490.0811458747,1873515.5158207247,1795695.0588911602,1295879.5339395104,1212244.5949696372
3000307.009881919,1827640.6213430641,1459101.656777656,1283549.837198454,1298925.1627230095
2997725.2283453657,3118287.348214815,1562732.8499992494,1330922.4196362034,1237948.1166832033
2229234.503017042,1788802.085655401,1485865.6019666807,1353357.8870205774,1184845.3652194024
2151410.162387323,1743103.0971325675,1538766.905123046,1268819.8963513956,1217834.7411817086
3028097.8561679004,2078142.841313737,1451781.564725475,2248654.4818485244,1267094.4019005848
2357670.7048735754,1755966.1194274058,1487978.9351567274,2253172.0986650563,1174427.1454812665
3029703.6291236514,2542603.6949248896,1439848.9576378984,1292032.1010766602,1209600.0341039563
2998050.013117923,1835061.7341548882,1436085.632034312,1285820.4573992908,1302129.4997587113
3000307.160907317,2470274.937079534,2593713.5789092295,1406087.1048740225,1722592.9144797141
2321515.3209522474,2470853.8079760713,1509936.0678087147,1355759.572532675,1281858.5429118276
3028983.7677159756,1765349.484448141,1442625.6835184114,2283031.034177076,1363342.7733441368
3003981.017672758,1844154.8306405095,1456285.333447,1311993.152482667,1225691.893003494
2238109.8645942346,2468071.4145413875,2585734.727239494,1268090.6051759794,1188094.9509527343
2967013.8889118736,2461844.172686158,1435847.8457790453,1349747.0651887697,1244748.0948825807
2969677.6918869573,3119585.840648,1544772.401820554,1254616.4914514357,1175688.1712767195
2995919.749004398,1804705.1838429258,1438025.3320171735,1273454.119949001,1201476.0033182988
3012700.932717425,2471933.5482758945,1494381.4613553185,2212128.390472031,1293169.0151164008
2946542.0636629723,3094580.757408575,1430145.7175379666,1293440.099139151,1172798.840861125
2968519.9847219037,1763530.9796431104,1492977.3219860776,1257938.1707049226,1285768.5597198745
2975713.029518533,2581906.564515251,2607197.926427065,1325655.770657373,1173244.0799303586
2989474.786974873,1812184.1700442396,2616616.460975442,1264593.1402776884,1288659.3748159532
3027991.68661649,3095520.0126197627,1560408.8545047562,1289021.2616334064,1193885.1607021173
2992043.762886459,2551858.670597648,2457646.237271729,1360852.367695596,1214810.4824436028
3017662.8306518774,2465028.122883265,1425301.252007709,1698911.3546631704,1275995.5598764885
2198918.909043157,3062263.9108014363,1446327.0709803707,2256386.3677258375,1172116.116565148
2979420.5329674897,1762297.0649194997,2458037.8834917354,1274267.094551776,1204301.8201759884
2223522.7542055775,1810720.5234644,1440611.5309035087,1325361.1316052994,1843403.0387732314
2943036.836533419,1816630.5290728572,2441665.1571246795,1343398.3296769357,1240546.698261612
2129410.3276237235,1710515.5211746355,1481700.395945128,1262911.9154349614,1293013.8818492107
2964776.2031368525,2465728.782408563,1471918.1516064915,1804342.840303684,1866181.2590106346
3076605.6832960155,1754089.6496858837,2602271.4504307983,1287410.7658892781,1233167.7380928742
2964956.6698555853,3003152.818473635,1498360.1311669801,1335928.6190113043,1190050.3154736247
3012251.628645321,1707585.1706017556,1421368.6172265443,1294249.7520697485,1300182.250591444
2117396.345668543,1740864.4090407898,1474106.5254596383,1260352.780511201,1282736.0183273137
3016345.8878980167,1699574.4553919905,1424142.2592559673,1387936.7373572064,2317268.439487019
3733268.5669934666,1812887.6335252847,1455807.9711538912,1324259.8557462269,1174092.0503519622
2970525.1072661085,2949763.452645479,1518850.4695490685,1264241.7653342618,1172251.538554916
2122220.8143910496,1857435.0073731942,2119736.327781534,1295727.5374017602,1224892.6874800492
2212450.860318872,1809082.667376803,1621757.507150662,1354184.9763534034,1271480.8442397998
2221429.358468272,1828750.8836051298,1491035.836334432,1252386.000871081,1287383.7862043467
2965864.9232875356,3117226.9329981427,1490239.3562659326,1291429.11074683,1339436.8251649593
2240783.941740792,1733417.2986854357,1432564.7553781113,1383855.9299286113,1284393.4926993398
2248217.483894446,2535669.001451523,1453918.2211785768,1858580.138190224,1290852.093479653
2969414.4839020227,1704785.951636773,1442854.8651121918,1369854.4028005635,1295627.496817717
2966773.4029113296,1718077.2673034656,1472695.5819307594,1449515.5594203642,1207183.3431545054
3290801.7748928163,1752300.415160354,1540994.5005563614,1308712.5388964617,1195729.2536541908
2107544.0917863846,1810151.8927139766,2144431.355614398,1265745.2573423183,1279886.5841507495
2202561.49126682,2469208.1116341264,1473126.2121712123,1322488.8269470392,1657237.0006190625
2231495.4841041663,1691857.8458097721,1498444.630761466,1253964.343380765,1172350.6987005873
2998883.8651705016,2425266.383018707,1490027.3974930877,1282392.329521933,1298939.1185227868
3451320.3725462826,1696669.1605427486,1487314.783150452,1373117.6355669938,1308721.477850592
2964297.2162324167,1723693.148534222,1471822.7174455477,1250587.0394956337,1251627.282227005
2108203.856093794,1684531.452087652,1463692.354974102,1264911.2458211759,1628184.1307699038
2954087.6278445832,1793016.2015352498,1439565.3765602363,1365098.778385345,1184460.539025929
2966339.8125424357,3008471.9548812164,1432058.1531043542,1251157.5146318392,1201447.0084181803
2141765.965876001,1689562.4997280107,2642392.411706721,1367655.3016062847,1303486.3950677079
3439774.65523968,2473198.0619109,3498261.107729105,1364870.6795553751,1291361.159203103
3000092.390322889,1826357.3183212415,1503686.262800681,1273872.6470686018,1277481.9061986315
3019358.6649091565,1689117.4308004887,1910946.9212747482,1292310.2105074432,1284713.5400788905
2097152.3455483816,1815316.200920262,1419508.3894598167,1354003.0175056313,1180061.0861964005
2954058.9868965936,2538922.728882729,1429746.544872,1249747.8650188076,1173282.8317120476
2093517.230402367,1781240.6934807715,1508283.345615835,1285697.7425318465,1298859.3640838224
2952170.1645967457,1688607.2441754849,2599718.6977687916,1983358.9484077196,1280836.1395435564
2961913.8263541837,1683544.7860695594,1458185.135078305,1325596.36106333,1337634.2525012998
2090901.7090346136,1838926.113874575,1509416.8822468861,1270963.496025331,1187537.2801176817
3278729.9337266376,1699556.5395979157,1426055.4804449673,1372353.5810886277,1190152.002524822
3002604.0014645825,1754780.759547145,1416337.111731135,2007852.2420495367,1229287.1803889698
2148043.945054826,1914573.928044188,1449897.1222174447,1316352.9039326438,1278600.4006910487
2950852.911846843,1699840.2206686365,1437465.0122511392,1269579.1612430708,1327535.4395249512
2951565.741468615,3056207.548545271,1482458.7885361789,1374059.3345029668,1174065.3591316144
2165914.313870217,1688771.2104237478,1511772.5771412954,1361221.7017861144,1181840.1288526412
2159778.31295047,3073601.973356563,1417266.9200927115,2455064.4453942166,1283691.380097462
2955720.1417431394,1690146.6932949286,2591054.4803784085,1252208.5025395928,1318425.3461839138
2988381.633923661,1802586.3080762879,2597380.7741160584,1249999.1506488768,1223148.5785273325
3080021.586142312,2039699.2072850785,1445232.1749496781,1308027.7248757444,1220794.669682041
2296657.321422602,1716820.0385434318,1437333.8821238398,1349094.8771736613,1201485.234595671
3688664.4476660383,1698257.3896081906,1573313.0867332085,1366229.541839693,1192593.137708462
3707825.6430808282,1814207.1164958095,1513952.9914591063,1433246.708244573,2771028.483808974
2951506.134147395,1751257.0066790879,2638489.917878617,1362986.9925143754,1297014.473011394
2985194.154965148,1784452.5531924297,2596942.3478148603,1369971.0632794388,1333322.902502441
2951370.6484155864,1715656.771529451,1466950.4411268716,1252081.8061151677,1197455.0240476895
2947473.4863905124,1801485.74428403,1509159.3368451733,1375653.5738480764,1220697.3867871927
2132552.7718127375,1754408.6561826677,1416564.898167156,1284723.5476368996,1240023.7367436013
3689176.311766825,1692863.3361265466,1507571.3819010325,1276156.1734923187,1205734.6635639824
2379171.432549039,1687268.416551817,1398568.456937561,1358127.8529153361,1285814.3121491068
3097929.1821085596,3037160.795215791,2594833.215739186,1745513.487892643,1183322.1092040623
3024092.7226671563,1778110.09708293,1423661.8599167217,1249964.6771615066,1224553.3982606574
2234696.913622946,1697222.6557891534,2596163.5343393465,1379206.7623517714,1183861.1415218438
