uuid,latitude,longitude,stake_weight
16Uiu2HAmM79HKEbmyeVF6ZfLMxyUyH3YybA2t3wimSjokL4eucyo,36.2,-79.9,1
16Uiu2HAmRYgczifiz44PbUEpCXzuvYdyKgUmHXEfS9zdeRmFF7p1,51.5,-0.1,3
16Uiu2HAmTJssbM466yu9mNBP17zHcPiFakPwZFTEaNUQm5hzyZs4,52.2,21.1,61
16Uiu2HAmR5A9L7b3fJkfbmpUM5VvKJJ2tBiKaQ6A1qh71XkfT8Dc,38.8,-104.8,0.91
16Uiu2HAmVeDyoPSDqMUtfED7cMR4xHxn3HskYKQqiZBDQsDnhFnU,40.4,-74.2,1
16Uiu2HAmV8JatAF2bYkARQ7BVmdXVxRwXfMYZGiRqTEVE1bogTi7,34.1,-118.1,1
16Uiu2HAmH2ZGZWwFtvMWS1jdZfxLTsPXxpLGFGwPuChfFr1di3wp,13.8,100.5,1
16Uiu2HAmHhdbs1ky4Xk2tPZ8tVmdQZySS8hCtV9DaCDJT3eAdPUC,30.4,-84.3,1
16Uiu2HAmQL3wru66PSLGNhVq8qDY9GyX13A7hFnfBr2BcexGLL1D,42.3,-83,1.0
16Uiu2HAmJkbg7PZifxSmQdcYLmVc6yFchGtfe2emC7a49yDUgtKb,46.9,7.4,1
16Uiu2HAkvXCF96MvsY3JBCNHjKgyD4BMGJWQZ3ra4FYHH8UX65wJ,34.2,-118.4,1
16Uiu2HAmMsjBmu2SZur5rgS1Gz87VfwQQRwSbEeeS7jzvJz3iBc1,38.7,-9.1,1
16Uiu2HAmUXqGXxdCyEqwiSKitKEJao7KhV7eRVL6xWWneiZAETym,47.4,8.5,1
16Uiu2HAmFXFcVxrQntGyoRFHRy1Hgm5bt3piU8FFnnPKF1VjibAi,52.2,-2.2,1
16Uiu2HAkvDhNVmihqTr9oMbwZ9PRjy7MKqht4GsWWcHp4Bv8mAvp,40.4,-3.7,1
16Uiu2HAm4XjKn9WdWvTXJYvsrvvDYqc5htvVtrmm5jxd2qifhY7m,45.3,-73.9,1
16Uiu2HAmDx6Hx7pVgUZL7z6ULNcAFET59mTQsDK2ZQ6L8HFBKUCW,38.8,-104.8,0.77
16Uiu2HAm3La1V2hn8DNt6vYAK713ifrn1KUYkT1hu1WJwvZwo4W2,52.4,4.9,61
16Uiu2HAmTh5TzuNECszD4w41m5UktmZGrV9uRXt8QSYrw8N53FVp,22.3,114.2,61
16Uiu2HAkxkNia4tAKP9Qqn93z41wYpz3MXwrpSBFEgBUKX4xbYMq,37.5,-122.2,1
16Uiu2HAmE7E8qAccCy6wHXB7fTMLnS7Hguh3yQRjG1NKBjUkWnXB,41.5,-87.1,1
16Uiu2HAmJmw5tXUbr5oyaG6VRTCEqHzDxSECYyq9rD5fv1ARRRWC,51.5,-0.1,2
16Uiu2HAkv8F2eafPph29VeJgAKZ4jSF21dcViTrttgrmVLMtGLVS,42.4,-71.1,0.9
16Uiu2HAmEj2fc36Q2CTZEs8G4kvigCXmo5fwWRtmr8qLB7uDW6bk,55.8,37.6,1
16Uiu2HAm6tzjLSV5CsAn9AynkXTEYSmWqvCwQoeECYhKEkKPFcR1,35.5,139.5,1
16Uiu2HAkyQE4ux6Ycgd8KZk8ThMx4R3a8MtM5b1GsL85kMB9TF37,29.8,-95.4,1
16Uiu2HAmU5x7txXGoPF6i2F2TJaHornacUjC8z4iwfuhFVDHEgwJ,55.8,37.6,1
16Uiu2HAm68YNZ4PcNYRDYNejuNJc7gwLaeKXiyqZ7fBqY6t6GyJ3,41.9,-88.1,1
16Uiu2HAm67ruwH5dXy63ao2bVborTBn2Un99P7Vmj7F6s7dnP7y4,54.7,25.3,0.93
16Uiu2HAmM2RE5VB2FQocw5qYdQUbDN2C4o7uxxR6QLtVgBPvkvMv,47.4,8.3,1
16Uiu2HAmS5nGSeP4361PUCCmUaNn85cdDZNEE7f64RZYS3wkAdqM,51.5,-0.1,60.39
16Uiu2HAmHEDhEsFrQ3oSTvS4aXHkUAR4UKT5XrsxeeVaEVKuX1pc,40,-83,0.72
16Uiu2HAmUCVhZ1GeQbdxCjVT9cA9QzDUgwkMTKd8FW3ruZZvgfnj,24.7,46.7,1
16Uiu2HAmBj7oiYx9zWKtJEDDHu8pHHAEWdsW5xSGfpQTM4hmEdzo,38.8,-94.7,1
16Uiu2HAkxR89phTinnCZM5yDD8p7Bj6ydVAALuLtM9DJ2UBZGkXN,52.4,4.9,0.54
16Uiu2HAm2owFGg6t7q32KieY5Yo7dATkzpQRvzbfS9zJmXPuekrN,35.7,139.7,0.34
16Uiu2HAmVHa8FQnV4sxhMFTCEFE6aaxyt71FbBRVWCz3fK1TPJM8,34,-118.5,1
16Uiu2HAm5faDX2mbmSTt14B2LfeaW9iLkydBq4rpPz6DsriaGkKN,41.2,-96,1
16Uiu2HAmCePQwdZJY46dvHtiSqvhBBwqedQpQDPQifB7AACTfAkJ,28,-82.4,2
16Uiu2HAm8dGTByLgKN57r63HyGxTsDVrYHcMWJtuYxufHRZpUmKY,19.4,-99.1,1
16Uiu2HAkzdhpuBH8zGCuDUpYTQS3hstpBCLF3YZrAgqsfoYuh5zP,50.1,8.6,1
16Uiu2HAm3c7n1uRCAmiE42QxTQVo7g9CzUGyUshLsvPaXFA8cgwR,42.5,-83.2,1
16Uiu2HAmGRu4NNwnMiARHBCaoYtUmTWKevX2W2EEh6wzJgSh1eb4,50.1,8.7,3.19
16Uiu2HAmVMroRAn377VQhcxDa5BkkofYN8eq2HeVySbXzNu3i9TL,52.2,21.1,55.510000000000005
16Uiu2HAmBhpVBKS2svdEzBe4eWqXRkpEmPhTQ2uN46nvWTnvmEdj,37.8,-122.4,1
16Uiu2HAmVnr3ESctBja8acu6jQJ37n814ZvKd1NYjFNsMg4zFi8d,50.1,8.7,2
16Uiu2HAm4VT5gWbihyUJK4s4fTvQRkRV5c8PfF7K7Ah19rrcrmqn,-27.6,152.9,1
16Uiu2HAmHDP5S1gpytNxkRheDKA1jSgegsADzUeURcTER5dP8utE,38.8,-90.8,1
16Uiu2HAmJfiyC8qcNwyLkGeBv3HwKB5ZkB3v24Yma4xpY2xu2b2D,51.5,-0.1,2
16Uiu2HAmH1zrBcU6FXqUZaVpnLSKDs7jAbuw4dk2q5EXCPMKjVNX,-34.9,138.6,1
16Uiu2HAm6LBDRdnAjffp1nag3RjC5CjT28KFBAyLJX28X7tJ3DNM,-37.8,145,1
16Uiu2HAmFi7FCFm3bPAJiitbB3EeCbR74fYqGui1rkFCYzh9o8ij,39,-77.3,2
16Uiu2HAkzUbcpQfx5EU5dtWu1QavzfDTw49hYMAcYbXrXvPbYAFz,40.8,-74.4,1
16Uiu2HAmVobaYV9sKFBjGv7f932sMSGr8qLyqLELWFCdMF7v3EuY,1.3,103.9,1
16Uiu2HAmNp61TpdqvF5QHqdcwWNn9hK71LHXUUe9qnc4XCQXRV2G,30.6,-97.9,1
16Uiu2HAkyaV9WSvkb359x1S7HhPG84oN4ZdqCe96v2xywU1nmTB8,50.6,3.1,0.75
16Uiu2HAmQb6XMwjcbsnmVsJzjtnPBjBkMtBw3rZuKRK8CWHUb2z1,29.4,-98.5,1
16Uiu2HAmTW37TZg4VFbp96Kjmu88Tw8dTgURT5CpYKqTzJKE1zaw,33.7,-118,1
16Uiu2HAm5VFuJ7Pyit3YFeuUFFChnHhQypZrw7z8EmBdrZf1EFu2,50.6,3.1,1
16Uiu2HAkxV4KqVDb914z7i8hZYCd8kC5kk84Ui2Z1Bs21FAuK9hL,52.4,4.9,0.33
16Uiu2HAmRn1SMySHbS9NAUMfuFgCKyP2yhQ1jxmyNtVYTDBJqXCM,1.3,103.7,1
16Uiu2HAmPkPDbSQ4czcFuPFXaGpYnzydCarmKovByDDrZTbHz7AS,57.7,12,0.94
16Uiu2HAm1JhStqeizMtYTJgqxU3hJb2AoSB6WeNAQ7YgNq3qoTJr,36.7,-121.7,1
16Uiu2HAmEjQxTpsvDNV8T4kqYRZKAbvs9S7EzX3TjbfWyC2WZFsB,37.6,127,2
16Uiu2HAm448broX3LzNMPKgADWChZnHGWoRCNsTfF7B1zVGP3MF6,47.4,8.6,1
16Uiu2HAmQvQRH6DCzYqMgRZGMuCbNqS9hsx5rur1kRKxhQGXgpYj,44.5,-64.2,0.96
16Uiu2HAmA1dbMJxDKuKtsbpAQBpBoxdPF31HQdWV6F8cJPetqiCa,45.5,9.2,1
16Uiu2HAm9FGwiBatxXkcXh2kU4CBVZM9TiiA5VbRXDMeeeCJZqnB,40,-83,1
16Uiu2HAkvrZ1t1PVGRx9LXQJv4kxcjxX3sLmgdmL723zLJDmRTA7,41.9,12.5,1
16Uiu2HAmQoGJPoYA7XEMx1AYL5EF96zuc7cfWzYBxQZShA7uPgRk,54.7,25.3,1
16Uiu2HAmJv2om27J1DrUH1eBtaVPXHArG88c6o4NJizBdaseEKyX,50.9,4.3,0.84
16Uiu2HAm6brBDW8sAzkCGumzSwcMHYacqda8YP7XfJSK4cE6a8BE,51.5,-0.1,0.66
16Uiu2HAkyZPkDT3iV5XMp89BZaoTjL3akupXpVCbidYU1vSRFEjN,39,-77.5,1
16Uiu2HAm4FWgdn92MfG13ZWkuV2uXxbkLFE5aCTLYcE7k6KH1d34,51.5,0.3,1
16Uiu2HAmJdhyZM4aL1aVrGtpPJ8Rr48HzihfJSTM9nxuL8z6sB1Z,40.7,-74,0.96
16Uiu2HAmEkL1SNW28q3RVVoAbmu3wGByzVsRF2XoeWqUtHGTcKDF,35.9,14.5,61
16Uiu2HAm8ziQaT98uf1kWMupfH32CT1R2JPVuuz7SsQUSyYER83N,50.1,8.7,1
16Uiu2HAmFuZuxv54vm2r7FL2Qgcf1niLwxYZNxh13hsHtAJc8gbt,37.9,-122.3,0.98
16Uiu2HAm3PDSmkzzDeyEN5qdceEteTdAaBvZQssdw89kDXGK7aH4,60.4,25,1
16Uiu2HAm7GzNNUzbRw5xKpuNRaHEjyRgPKxPvwYekgExa3T6BsUV,51.9,4.5,0.5
16Uiu2HAmKpH2N84ZXEazMPpxCdNoKvFzr8HctJPSLMQDyY7D44vL,52.4,4.9,1
16Uiu2HAmQoDprR3AvCr2qsEYsDrbqiaHt8nFJegWeBYHq3eizkwE,40.2,-74.8,1
16Uiu2HAmCb3A54cxCt5JR7AykaYRWzcwQHdwLnAYzR2dnowasvXP,25,121.5,1
16Uiu2HAmLyS5U8wdW7yZM2yMaoXdLAMXE5bjTmZbfgMVk7PAx6B4,1.3,103.9,1
16Uiu2HAmCjocEBRiSFhHQQrQHFKZyQtb523bWBNSuXevtyWDCYmH,51.5,-0.1,0.8
16Uiu2HAmCLCZhj6faPGXxPh9pDUxcag1gyw9e1kPpY71w9HJo7xf,52.4,4.9,1
16Uiu2HAmUsgEdW7m2GN3hMGYGgArBzZCrHTBvyFUPX9mQiPrdwV2,35.9,14.5,61
16Uiu2HAkvr6GEXiU52oSphbZLSXxeNQsLtEPPRCdw1rSNWeV3QPX,52,5.9,1
16Uiu2HAmPdNEaTJ1SFHJu8Ab6Kb1fZspu3tVFMeyZJaLFh4QpSW8,50.5,12.4,1
16Uiu2HAm7NTgjWf1DcuAH8RPukqb41xN7j38aAQuQo3L5mbpMaFc,51.6,5.1,0.9
16Uiu2HAmDvRu2Piq3CS1U3oVR6SJxwN3VTqTQZ32fGpKmvEBNt6j,52.4,4.9,61
16Uiu2HAmDVwmzMu54yYWyFhW8iRKbVLv6XJ6BrGBwKD2sd8Yxhuf,47.1,8.6,1
16Uiu2HAm53XVSQKJwyDBLm5GHvRHoZjk6JJ9W3RmXJCEJUvoTf4a,48.2,16.4,61
16Uiu2HAkvbaLZJXnQQ8XuMaNspXyeRQgpRpPjCV5kfkSRdKaXS7z,50.9,6.1,4
16Uiu2HAmEkktCrDYAb3tiXPk3arZuffTAnP8c5zDbhxaDN3hhsjW,32.7,-117.2,1
16Uiu2HAmKE7BUAvpDEnuhpARJP7AGumjH9dHSEtQAWbdQhX8eqVE,35.7,139.7,1
16Uiu2HAmPNcNh2yRF1oZHpgY2XQy4ZPefaAaDbKNPs9mBgk3BKiU,39.2,-77.1,1
16Uiu2HAmPBirsatgNb8rjQzDd4me3ReAdHzqXCPt8GDJAtkT8HVS,25,121.5,0.89
16Uiu2HAm5WXuvnTomCe6SWquDWs7eCvqM3w7MBpaiWVGZiehXgAW,47.8,-122.3,1
16Uiu2HAmFmNYjKKckiX9UQR6iKWMbY7hGqnfe2tsZzB2jwNafBsL,37.7,126.8,0.9
16Uiu2HAmQqmYFD6NVv8gknoEmtJXTkXxLv5xTfFA9EJo63RYDZee,-36.8,174.8,1
16Uiu2HAmVGRFpvMGXMggig8gJV3WJibFnoy1s4GJneKtdQqbpWiJ,50.6,8.7,2
16Uiu2HAkzy3dpmos2HkVnetwBRFLNThEuoefvjyegn163e7uu1py,50.5,12.4,1
16Uiu2HAmFRt2sVn2rsvTvieVAENWgb1tknmmeaMDmGbEom9E9FVN,40.8,-74,0.95
16Uiu2HAmT6nPmLgK5eyCzGc81X1tVsu2Zb6Qjyyd9QY2KzwrizTR,55.7,12.6,1
16Uiu2HAmHC9wqYJZNfXcZgaRDFrZdHRHkMunrdLeu755wQgfjoD7,1.3,103.9,61
16Uiu2HAm2UH9USQAAkzQRJ4ufwaujmhGMYEKa9GBLUZrnJEc8n88,60.2,24.9,2
16Uiu2HAm51uZUX1BPUvSyxT49uTZTe1oonpX9X4V35xeA4rqmj2e,47.4,7.9,1
16Uiu2HAmPCkQAyp25bTKE1N42LbGERjBPMdxP6MX8buqEr3n6dr7,51.5,-0.1,2
16Uiu2HAm7BrQ6fvwBT4xJ4zYPbjGeKxZvEvE43Lw4mB48F3x2Rv5,34.1,-118.3,1
16Uiu2HAkxVXKZZB6LVcaK6coKEjKjZSr2kU9dZHrouLoayPFRhUK,52.6,-2.1,0.94
16Uiu2HAmSP3ojyqov7tvE2xbqXNZWagJwwCV61hdRG5c5fDjPEZq,50.1,8.7,13.42
16Uiu2HAmAu7nGNAdzGigizxBUKfbpLLQVffNHYsdweMyYGbne2Ny,41.9,-88.1,1
16Uiu2HAm1R6oyJQAWXhdybJ4CHCZZ2vdJhrWkdrnDUxy1dhzBCF4,50.5,12.4,2
16Uiu2HAmRGzYtFUGuf6AYPibpQ1nB1nhHezqHfDkXVRmgbTRdHbC,50.1,8.7,0.49
16Uiu2HAm3NyHSSEZsBHkmh8iyUg6WnuwcZgh7JNJpNhmG3no1Agt,52.5,13.4,1
16Uiu2HAkzr77K6KnT69BLFj28YRJURG45KU195aT63kFenMbgNKS,35.9,14.5,61
16Uiu2HAmPJYtKbLS4mhu1TrobY3cBMC3gLcLpCz8P5xETa2M2PWB,41.6,-81.1,1
16Uiu2HAmCHnYHySTaZFZtLDyANoSQP2s9yt2dG5MmvYnU2d66TcY,43.7,-79.4,1
16Uiu2HAmSb8PaFFxTnSNDna2HnQBxhe8GeXRi5gbn2ARifLuK7bm,35.9,14.5,61
16Uiu2HAmF3iScnYCLG6iYmCT7fs2xidKAxYyCy8k3MBuwKeJEaUW,47.6,-122.3,0.75
16Uiu2HAmTExY9yD7YYoHJEwdv2XJLoDA8teMuJAhfH3mJYRxZFah,24.7,46.7,1
16Uiu2HAm3ydRXTXBvqNAcgU6qi7xoui5C8Ts3VguAsVmHkrC6Yve,34.2,-118.1,1
16Uiu2HAmRvHsKdsLS9f9VFNPR67hsmZJnt9uofR3WVZG4cye87vU,21,105.8,0.72
16Uiu2HAmRSUtZk5DbYhTMCoYx8epXLgXtdggr1w2riMit6CbVwcC,51.3,4.9,1.0
16Uiu2HAmF5rzoBaQitk9TaE7uWXbEWzQ6BkFbA2RYdC4iz5ZiDuR,47.6,7.6,1
16Uiu2HAm1zpPmHih3f9dCfNLPHKETNCyWiPY2JWLSiUi347p7A3G,37.8,-122.4,1
16Uiu2HAm8fCEZo9ogKM2ixxefMzhJ7N3g5pSxikckyUSaabjM3dE,43.7,-79.4,1
16Uiu2HAkzGNf7R3WUZ7vNe8u1GUUFKLxP3jugzjbowX5aGKJRkvh,42.6,-73.8,1
16Uiu2HAmLpxmYG17Pgi4LwpcBGEWp1BACYVqjmQCk4jFj5wNkFoY,40.8,-73.9,1
16Uiu2HAmLnsZAv2GYRpvSP9ytbHDBa9dNWPzy3jpGPfzcQTFTphu,38.6,-90.2,1
16Uiu2HAm71gtU3fGA9sW1XwmMLPErjKx6sQyAnCCDPxDoaTnWfkA,39.4,-104.9,1
16Uiu2HAmA8g2y1V9UggqezoGR9yz2XxoUHuKSgXpkXRcWMZsHnwJ,31.2,121.5,0.81
16Uiu2HAm1Gi8JoxjcJtMaygMqCR4PZRiemBEnnLbNeG9tHTvCdCq,48.2,16.4,0.67
16Uiu2HAmD5Dv2TDtRTdaR86Z6tMdavDwZdaqHrZjgz6HpNmH1tDB,60.4,25,1
16Uiu2HAmHJQy9fPFeqM1hRef7q91o6ZeyGt5MLPL7h2uuXS6jXRA,49.2,-123.1,0.79
16Uiu2HAmJEn6E2Pz9mfogwYLEgmRFYWTkQiTM3kDkvcCqCduCS41,53,-1.1,2
16Uiu2HAm7wgnjUhS7fePx8j4tU9P9z2npVTAVnQ2VMaAyKTDnBk5,47.4,8.6,1
16Uiu2HAmS1nXDSXmJj5hQMbbe6K6RSiWoTyq6bJp4Ug3FrV41frw,34.1,-118,1
16Uiu2HAmSG99gMhqr5k93iqiySsUgESp48EL9ZQWVpJQDBRSY1TN,16.1,108.2,1
16Uiu2HAmNHQEq3JmRUirsq1nQVfzwNh2U21ifu9HKJJcKLe9RV46,39.7,-105,0.39
16Uiu2HAm8RCKYRRmFZMJuF3zkjoUkjtbhrjRPAB9ESyWtTntjiiZ,53.1,8.8,1
16Uiu2HAm2ztiVYwkVJz4RBxr37UfvcCNbG1Ae1U7KvtR5nf6iGJ9,50.5,12.4,2
16Uiu2HAm2GdzSVGWY6fK856csVWGVcspsNzX2UjYL8Ruse8STKDR,35.9,14.5,61
16Uiu2HAm2h8eLxLrUNe9rRm1Kg1MWXjLr3uMiXGZb9NRHNy1m1Lz,39,-77.5,61
16Uiu2HAmKvEbNq5qiua2qZSYJaDw9oEGqXE1U43ATjuQ1M2uZQJN,35.7,139.7,0.2
16Uiu2HAmNYtEtfX2HLZHDuSvTomijSZB9PpA9zK3QnM1C2bw9yCf,37.5,-122,1
16Uiu2HAkz7HsXyfGu4o1GcVtvNcaJD7sPaGwXh81KGaZWJFEAcVc,41.3,-95.9,0.83
16Uiu2HAmMZCjQXy8Soi1iHUty7BkgtoAWdvQgFgJ9iq4Ho4YPLst,-33.9,151.2,0.9
16Uiu2HAmMAW974D688zSmJMdtGRE1aziJT7DUiM6nssPerBpakih,39,-77.5,0.96
16Uiu2HAmMde7RdkP8M6UKgi84Jv2bZeVdnUBBvb3866wVMtXTa2X,21.3,-158.1,1
16Uiu2HAmT7tyYemrkQfiAJcv3C6j1pe3Wf2oRPDZvKMuhCzPcgea,48.8,-122.5,1
16Uiu2HAkz3vbnqd4kuw9zMBhKXqU7nJAxTa2imkEWmxc8wMarCzn,50.1,8.6,1
16Uiu2HAm7mLQBEe5DeywYyEPM5FFLmtrCPafp1TomcQrZDwfhs9e,48.5,2.7,1
16Uiu2HAm8LGz3QeRD4oWTbqxi1saW9GaBDc289BvCF3AXJG4iw8y,40.9,-73.9,1
16Uiu2HAmQ8nadxZxCBEuk4UhZoENMtvSHYPxuhb5cQvQ4XofbGTh,52.4,4.9,2
16Uiu2HAm3fnXAYEVWpmVp8x36R18s17PknBrREMZvGDJdkvFqSLF,50.9,6.1,1
16Uiu2HAkvv6UfacfYip2CPsMJQkQFS29CPbH2LCehiK7y4sLVZpm,37.7,126.6,0.89
16Uiu2HAmJy3ZZYxfkqpn2gEXNXUX6ympb8BHqcYXhGjMgSMwY3pb,34.7,-92.3,1
16Uiu2HAmP4sfJSZh6SJqWrRGhZUz1nFzPS8rbgz1SPFKMnLhbnw5,37,-122,0.86
16Uiu2HAmKDBnstmqWPiWoNQqWygcAEM317broSn4HP7AEXaphCD9,39.3,-76.6,1
16Uiu2HAm4fYeXYjJ71Rei13txy7JYN6SWEFJ8otKDfmXydCqyJWc,51.4,0.1,1.71
16Uiu2HAm4QuaqKDs6Yek2C5nMSgsQVTgQ84dN9ACfH6im5D8i8Sw,37.7,-97.3,1
16Uiu2HAmFE2VTDZLVc2SeuFqB7WZfKMNT4LyS9ibEoAhyU9gNYfF,50.6,3.1,2.0
16Uiu2HAmDuHXDTtTTCPeuPaMTrs5fmSWQEVU3xMwLzSQzd7CCHZV,48.1,11.6,61
16Uiu2HAmEKpF3mgauxCsedueRsAdTm6uT8s2ZWXd1WfXe7EeuRAU,37.5,126.7,0.9
16Uiu2HAmGnqpmUEB9sNsq6AXVE95tPrVszLoKFzjS1ow4maKiBJt,37.5,-122,0.54
16Uiu2HAmQDmZnC2oCWtcayjHAUMVxhXAiaWGudwJNVdDZX3a6nAM,48.6,7.7,0.99
16Uiu2HAm9pjSPwrbV3zzF4KEUW3QmF4P6BWziAzZuFqRAx9tYiWq,35.2,-80.8,1
16Uiu2HAkvVLsARUjnNr3zAPMdkDQmP6TqBMVxkgxZhzCYYiWScjx,52.4,4.9,1
16Uiu2HAmVrKUniKvbrVkGzXbCF9bWD15TNrJYygASXXZX7wdRzic,51.2,6.8,1
16Uiu2HAmRkBFjPZiLw2GmWY5GYstvzvGXXzhi6ZmDBQ2a6dv5dWS,39,-77.5,1
16Uiu2HAm9DU1ELvK8CCJZaztLWiH72AV2sP8sJmkWkGnhK7idcjq,51.5,-0.1,61
16Uiu2HAmUvLmUcV8WXREK6NtbkBT3c8rcG3KcHh5dvecEiAckTrs,41.7,-4.7,0.97
16Uiu2HAmG33PeNQFCv7qBFgDfybGvMUGUghCRkWqTepZauipjZP4,22.3,114.2,1
16Uiu2HAmKh7khZsVbkMAVrJSwjou4TJaPuY4EQZTNhJD4bK5HqL5,34.1,-118.1,1
16Uiu2HAm4dJJeVYPfjtqsjF2gGVik9DEYxovJsSin6azwhc2iKbu,50.6,3.1,0.69
16Uiu2HAmCAhVBResSuBentzXgMSxwx9y85QEtmMfMCoD8n6qR3P7,46.9,7.4,1.0
16Uiu2HAm5ViiUroYJn6iAwTPa2Zufgw2YRJ74wy6Qae7QBLp4hW8,37,-121.6,1
16Uiu2HAmEeBFe1Df1vaoSpTT9HgDLV9TEzryAeFNGydGYd1VfDch,50.1,14.4,1
16Uiu2HAmGbDZLzvsqNeFt1Jja878dixdxp9noN2jHqmdzYNLNGwv,45.8,-119.7,4.62
16Uiu2HAmFKm6fhBX8fdSdSYvdx7oATfen6PXBEBFFkTuCavrtkKd,52.4,4.9,61
16Uiu2HAmFLftzUpkpufDJNVnp5YqeGawwJgG7yyxeaMzveo89vZB,45.6,-121.2,0.86
16Uiu2HAkwmomFmNdhjz65rL2U2s5PYCnsi3mDmxe5QvEDMCqmHsh,50.1,8.7,1
16Uiu2HAmRnBjV9PzN1v9Xe2Lhv5SVoYX92Y4wD5yYkNvXh2MfbmB,44.2,28.6,1
16Uiu2HAm1XHg45aCnPQcTu3SZKQFpY9aJCWeo147NsLG2HzV67Tu,39,-77.5,2
16Uiu2HAm2PDKDHfrSy4SnKAL2H3QBNZMHQqTY6KCNPL7xMEGDFQP,50.9,4.3,1
16Uiu2HAmMpcJzgejxiXs2bePoybQvor6XD1Y9MKhKz89wHAP6cP8,-27.5,153,1
16Uiu2HAm4f8GUwFzkeMqnWHqbALcEsBDoiPeHzubgphSVW1oP5mC,50.1,14.4,1
16Uiu2HAm62ZPxSpt882o1ia4kEM6EjAbRGAZHPse9rkDp5e7qVFD,29.3,48,1
16Uiu2HAmR1reusqJZuMFF6rKWr7C2dtrsuV4KENto7RibVWPwmAP,29.9,121.5,2
16Uiu2HAmHcHanuaPeLRVVPN5xMvxhwL8XsqvHjBLyYDQXJsyFSBP,50.5,12.4,1.8900000000000001
16Uiu2HAm6g9cL4obwM9f1mbuHN46oziPPLJN3hadxggLz4Fm9CXA,37.8,-122.4,0.98
16Uiu2HAm5qnSUW9hWVHcS4k1McTiyZybQ44zKYGPkJw248UUnnoB,43.7,-79.4,0.67
16Uiu2HAmUb4178st8vmeXDbA3xiTrSHLDRJXMrvhWM8fnfV6qvk1,33.4,-112.1,1
16Uiu2HAmVRskHH3crihvjBzmCTQWNGsNzpFYjL4temkFZgvwXm9q,51.4,6.2,1
16Uiu2HAkybf1iNd9WLm68GZH3dovqbfo2aj4E96jJm6vptAgYqhk,52.5,-1.9,1
16Uiu2HAmEqfgshemWkgJjnF2AB189hGR7xGBYJfi4Pzi1XhVmcTE,52.1,5.1,0.96
16Uiu2HAmKkZ9uRu8SnVEowLVVhX3r1gmVx4AyX3c1XgPV78zNRXq,30.3,75.2,0.8
16Uiu2HAm7PtnxSvg582t9FTzLhH2MhtYJGPy6yZ3tSqHsyqMwF2x,52.4,4.9,0.96
16Uiu2HAmHD5JWyHgKubfZU1DZ7NiDCPHf3DErJB4BjyeTqBitxQ6,25.8,-80.2,0.91
16Uiu2HAmC1hoaCwc1bGZfA25TfPEdG7Lo21ofVE7Q7vsvHtkT2yY,51.2,4.5,0.88
16Uiu2HAmEAAoWDwUqm6AHCupsbzEVXSeCC9r33iAetgnsCaBSRtT,60.2,24.9,0.72
16Uiu2HAmP3cB7W9ndUiwRRY5JfDGmppyEAFmDkNWdRSospaJzd2d,53.3,-6.2,2
16Uiu2HAmAK2g8TsK2dpYc2UsFY5VX1LUDYUMVJoLoKE78y2sKB3r,40.8,-74,1.6800000000000002
16Uiu2HAmCKZ6J3xmB2xkiygB2o6qA2aGG35xBFsVW3MecA5fgejL,39,-77.5,61
16Uiu2HAm3E4cnTFjmm9fcJJW11UvsQtsoaeTvRvGS53fi5281D56,60.2,24.9,2
16Uiu2HAkzA2JB9Wp46Aq61GDw2vdewEXmirdWmoz3aFpU6akiNfB,37.5,-122,0.49
16Uiu2HAm5TLPViXUvWYUHPaTRcyL2GenXzpqsbK6fBPmG2FFxSc2,-34.6,-58.4,1
16Uiu2HAmGgqSrei4CEaRV9E6AW6UMtRvhQzKy4PKpV9vr5dH1Ps3,50.1,8.7,53
16Uiu2HAmDkJUQ73eQLHi2KN6x3x6iZBKm2Qy7LFR6CpCAquMVKnA,40,-83,4.6000000000000005
16Uiu2HAmBgzATPcSXzEzudpk72M5yLmHSoiyCbMmr3ixp5E24Baz,59.9,30.3,1
16Uiu2HAmFyBeVNw1fstMhPSBsnx9PxQVcFQhWdkir7DiS7xWwr6K,33.2,-117.3,1
16Uiu2HAmSdQ68e24svUKunez81f5B1kRs8wVjjNCeNeWiyqqfSQg,52.2,21,1
16Uiu2HAm8rTpzmPuL71yYiR4W3jXYnear6bdXRa1yNwLpsJfihNZ,45.5,-122.4,1
16Uiu2HAmPesnQffAygdEQ4djXCpdFRUkDxbj7Brg6TCpy6hGVF3o,52.3,4.7,0.78
16Uiu2HAmMaXnUQfUnyi8jmTTCR4xfDHWB3NvJpYFNBzYYEhNy9BV,41.9,-87.7,0.97
16Uiu2HAmG2Yu1TV8gSTCGWrSwJNEUq9mTbdDGJGicNuywjN12sfd,52,-0.8,0.92
16Uiu2HAmVpUrsxrkt7qmZcPcx4yK4JT4fBqyKmJHFNJMpEjD7APZ,50.9,4.3,14
16Uiu2HAmCYfx7eg5bN8YagpHUmBUrPgstRG4QXkHkbGjT4BAhoZQ,39.3,-76.6,0.92
16Uiu2HAmMRRHogy5GNCBwgWCZ5t9TbdjwAVs7jhyiHuDCGEdqf3b,50.1,8.7,1
16Uiu2HAm2fmexb76wz9FqGguqPdkLk37REM6u51QHCDpXtnynMhJ,1.3,103.9,1.9
16Uiu2HAmHtdjYFVd4TmYww2vup4QU9C2XkPxRXngCMAvZD4L9jBu,39.3,-9.3,0.93
