n_validators,data_generation_time,distance_matrix_time,total_time,time_per_validator_ms,estimated_memory_gb,measurement_type
10,0.0031311511993408203,9.50486707687378,9.50799822807312,950.4867076873779,7.450580596923828e-07,measured
100,0.0026769638061523438,1.3908617496490479,1.3935387134552002,13.908617496490479,7.450580596923828e-05,measured
200,0.003962039947509766,1.3156392574310303,1.31960129737854,6.578196287155151,0.0002980232238769531,measured
1000,0.010119199752807617,0.45929503440856934,0.46941423416137695,0.45929503440856934,0.007450580596923828,measured
10000,0.08754420280456543,56.51908087730408,56.60662508010864,5.6519080877304075,0.7450580596923828,measured
100000,0.0,5651.908087730409,5651.908087730409,56.519080877304084,74.50580596923828,projected
1000000,0.0,565190.8087730408,565190.8087730408,565.1908087730408,7450.580596923828,projected
