id,latitude,longitude,stake_weight,uuid,distance_km
1,-37.7833,144.9667,199845785784389,13ae0b3e-1c81-4ff9-9587-82a81cb0e1a9,4.276020286199781
2,43.6481,-79.4042,540115353411690,0fb88001-64da-4e47-8be5-21481c290116,1.811067053708997
3,50.0833,14.4167,1895199490256626,b66d2882-67be-4002-bc4b-94fdde641415,3.601065795089078
4,48.8742,2.347,1881990534935138,9f4d18fc-7dde-48dd-a4e0-0e74235058da,10.074473407599696
6,35.6833,139.7667,34505095196832447,a9a3b2c2-a168-439a-9cbc-4e6b13fac82d,20.246417864314754
9,55.7517,37.6178,6876654521696154,de94cf4b-91b5-4dac-b86f-6e139aa6e3fb,44.453192968795896
10,59.32,18.09,1661580204906587,02a6c943-e345-4552-8a57-d41606af1af6,5.869264403718923
11,51.5171,-0.1062,30606376433076827,9e7a9039-22d7-4c34-a3ae-50414b3cb480,27.886817124368033
12,32.7828,-96.8039,2692192367969748,406c8837-9c17-4983-af06-2f302663a125,5.4931774699928235
13,40.7269,-73.6497,34017974200403039,ff64cf8d-3e04-47b6-9909-915fbe896adf,28.809548267808815
14,42.3583,-71.0603,2759811852689566,2ba11af1-8220-4bce-b10b-9d3aba5902be,0.6794079415447942
15,25.765,-80.2,2246680910595803,0fa453e9-cfc6-4ead-8278-b8e2573c66de,1.0394282196959517
16,38.9694,-77.3864,369826659524240,751714f6-ff83-4451-ba33-fd693a4038e8,4.0823667557243875
18,33.7489,-84.3881,36480130628760,66bfd7ef-8fdf-439f-a1fa-dc957898e110,0.052841009181335934
19,53.3478,-6.2597,10906065246570613,6b3fca0c-d549-46e4-9887-328db7861f7c,2.4045254173870063
20,48.2088,16.3726,2872657878903560,8664d1d2-5051-43a6-8622-efa016085aa8,0.03979477723128369
22,41.85,-87.65,10065527147979700,be73cda1-9110-4817-a7e4-2f5513dd30da,50.66634873135981
24,47.6097,-122.3331,546773757450911,7ae1ca4e-c5a3-4b16-8c7a-c28024b5ac5c,25.384369935931776
27,45.464,9.1916,9532468009695,dcb39c82-315c-4730-b40e-cf51c43551c2,40.04740636619834
29,50.1167,8.6833,107160798303882823,5fa51171-880c-4096-94f5-fbedeb9c74a3,33.365383686135495
30,37.5483,-121.9875,1802153461433731,ae3037f5-37ef-4871-853b-840afc574c09,12.74167709702534
32,52.23,21.0108,3203850896623579,3bf3bcc4-a6ac-45bb-9cf2-2a78abedc2bc,169.63771171015873
34,50.45,30.5233,2586018620877648,eaf566bb-1721-459b-95e0-0a7e4a65ce0d,222.2938941491199
36,3.1333,101.6833,8639035027948679,ddca4609-ea79-4854-a6c8-105df0b043fa,316.19720932986826
37,34.0522,-118.2428,9511115666830867,996e3804-3aff-4a44-989d-2c6692a4cab6,0.10973940775033042
44,38.7,-9.1833,76580725516811,d66f08ec-c7a1-4b1d-985e-39d858f3e4db,316.7919453973557
45,60.21,24.66,55975089567421,d3487adc-428b-4e33-8ec0-d6e71c811782,15.877709748309288
51,29.4239,-98.4933,40092116338271,84d046d8-e2d7-4f48-9ce4-60462a35b57b,160.2321428766628
52,45.5081,-73.555,3203919039408851,67dc4d56-6059-4561-855f-6d4bc6b2b3ae,2.5578120340211847
54,50.69,3.1817,22831601689051662,0f240418-a8e4-42e3-9973-f51090b836c0,0.6571314038898325
66,41.0128,28.9744,310500461261787,5ed574d6-1fb6-4273-ba99-cb9d6d32242e,134.63754863834671
70,-33.0333,-71.5417,42464462507358,4ec37ac1-3706-4775-b62c-be12e1716d4f,95.49848202895024
72,22.3,114.1667,2333878329354970,bf7ef38c-5af8-41a2-bc27-21740a3776b3,1.8577321388236105
81,42.3314,-83.0458,376317993244898,6fd21247-10e4-473d-b6ff-5cab3f504e53,20.76372926648869
82,45.5236,-122.675,389899663356566,948e1159-0186-4e94-b41c-87a2cb181d28,105.45747326195882
86,40.75,-111.8833,13927595661718576,c4f819f1-3af4-4fc3-9db5-4dc959bc4397,44.71659147415376
90,38.63,-90.2,113765088830196,8eeaad26-9a20-4e36-ac0c-3496d5809fa2,3.365202656760809
94,40.4,-3.6833,2574108372796078,abb67e63-78f6-4a72-a681-a3ac895df2bf,3.9031273380548877
97,27.9472,-82.4586,547884371624346,9e1d6f64-ddb9-4f0d-a449-8bd42f448cdb,18.175275108072963
106,42.2383,-91.1869,33131220647908,29ff3bfe-336f-4011-a6a7-f9f1029e5c13,327.7165768619831
110,35.6008,-82.5542,583583344776913,8b7d81df-636c-42b5-bf6f-1e680e706bd3,155.5043404971942
113,37.5665,126.978,373467992768049,dc2f58db-adac-43f3-8452-dc6301bc15d9,0.0732952770971959
119,34.6939,135.5022,194885760758361,38f19141-6f3f-4be8-b3f9-a9377dcb8216,164.87431407217844
125,-23.55,-46.6333,268245921302596,c79e43e0-fa4d-4efc-af0c-c92e969df2c3,0.5091568779212902
127,56.9489,24.1064,21947603638352841,ddf6fa16-a764-4e6d-8c15-7dd269505cff,156.00427992511538
129,59.95,10.75,5790692886643130,9a041b6b-2351-4b4c-bb97-1fafbfcf7835,49.53521023740875
140,29.9667,-90.05,812110539106814,bc11a457-da7e-4acf-9b4b-3f24b15220e6,110.81287390725564
142,35.1107,-106.61,4175352688006817,e70afb62-7413-4c93-9fd2-b6a00400a0b2,82.03967823265975
149,59.95,30.3,799246071097595,becc008e-0c32-4980-904c-54b86b9894c8,15.151224935457211
150,45.8167,15.9833,1098125606076693,650b0784-ab83-4496-9486-ec721f44bdf1,1.3076725521023562
154,42.7,23.3333,322334819091805,e55db5e5-4617-4894-8747-68f056f36ab9,147.8715689979401
163,43.2181,-123.3561,5349765995820984,865a52f9-1b9b-41a6-9352-03070fda0ece,213.85258352871006
175,-26.2044,28.0456,270357946612007,d1133806-5450-4ea5-91b4-3d022c5bc362,4.089082858431389
176,55.0167,82.9333,450552355487852,caf03b17-ff0e-4117-8820-2245aa6b81f3,205.6812569704181
177,20.667,-103.35,433625049763735,81b0ee49-9f58-4b37-b77a-a55934943d86,306.32525761011783
184,40.4397,-79.9764,1562305236866424,b8602e32-49ed-4529-991a-28ac40c28075,3.599176053947656
187,55.9531,-3.1889,189736607029824,e836dc2e-67d5-41c8-8965-fa209ab2fb92,63.30488464817668
190,41.9,12.5,230610091323472,b86cb811-d617-4c12-b523-cedd626d7d10,91.19508117459402
193,41.326,19.816,309223650214448,b9c99b62-8859-4081-a213-04d868065ca0,0.2932887755575767
194,55.7903,49.1347,366980971247219,6db9bcab-657a-4db8-b4d7-616cc0743541,572.1548390666034
203,53.5653,10.0014,5937610605647466,63d70578-46e5-4df0-8ce8-2fbe863ca6fe,100.67470469224311
206,54.35,18.6333,35511079555775,06292e48-87a4-4fcf-97b4-c6b396a58086,136.96778073204842
235,43.0481,-76.1474,3267522641405580,0479f083-2964-4357-b363-b981114b720e,110.8701292610304
240,45.7581,4.7651,1124346762151642,85798863-b7cb-46be-b0bc-e483dab5179a,253.94726955220068
