server_id,server_latitude,server_longitude,stake_weight,uuid,distance_km
90,38.63,-90.2,37168223696011,NodeID-NTvJb2gZdvYU2kaMUrMbtu79KUMgyJNPW,0.35130191376922454
91,52.4081,-1.5106,49145090056310,"NodeID-PvZnYX1Nz8jp1GjQFixs1TAX9C9QXwrwL,NodeID-BvpPGydG4inQCbkwRZ3nPMp1zAGToUTxz",18.224388400320134
94,40.4,-3.6833,5432242536352,NodeID-KRhtytNVPjiSeZMJrqqE1vdHTCoMTHCer,2.456931025009301
97,27.9472,-82.4586,2619999000000,NodeID-PE1w1JuaNXay8NQzvkYuMZ2ZfygP6wQhy,30.211862579924283
107,-33.8683,151.2086,6744346276301578,"NodeID-5mmVqScHrzTiSa2WVjo99g2yzL83EBS6W,NodeID-AUeAjRR7q12Pps6Qckyy1PUzFwP34pFij",15.314300282570656
111,18.5236,73.8478,2523084433896262,NodeID-6ghBh6yof5ouMCya2n9fHzhpWouiZFVVj,118.54074811521447
113,37.5665,126.978,5705423704435391,"NodeID-C9Bcji6rXUp22qyWhvYKm4v45hJAkzvpU,NodeID-AmFfzQQtUYm1RNuhkQuoG6hzaXpYYbYtE",13.529046865915445
116,24.6333,46.7167,6000000000000000,NodeID-EmRTfxEKTLpzTyWJmYTXVxyGr79bsv4Bp,412.6489855321823
119,34.6939,135.5022,3213819050521901,NodeID-GuWMRuFkQPvPjdnuegSQYDmTMbj3UtPBm,0.10118054353942998
123,38.8633,-104.7919,2025000000000,NodeID-P2Jp7sd5mv4ZGBqThYfjHkz1EyJUXoMcE,84.93952703345471
125,-23.55,-46.6333,1092133946049780,NodeID-3yiw3g5Rer7repmzoJaATJpkf7GnWD5j9,0.39842224613854715
127,56.9489,24.1064,913863082271158,"NodeID-4cJyBoufFfiMShtRhcd6WGTYdvUCE3Ai4,NodeID-95rcDYyjGNKckKCF8PKuTyEV1wxkQvP3n,NodeID-WRz6mTt6LCdSSvuHdqsrBYxi4hdfecTW",204.1688903077253
133,24.95,55.3333,6599690919601,NodeID-M9Q4Fc2StCtFCofjppsy6DC7JDGmtRfUA,14.34927499745052
150,45.8167,15.9833,6397634735708,NodeID-7EEYbCpedmA4bgHnnvhx4zXgMUpKe5Gkd,60.737266266201715
153,51.2333,6.7833,2155527158357971,"NodeID-KVB8F5Gy8adXA2zCg3i3m3qJ23NoCDDiA,NodeID-NTTNYBYdkf3n5U4zrZknt1nst9rHzpuCj,NodeID-LKPvVELtRehiZPQo3aSWuch123JpA7H48,NodeID-2xWeMjBPrnJejBo1vFiyNZzy2FcquZnae",18.356882177637928
154,42.7,23.3333,2015041480626,NodeID-2jz2UxTN4JBu5qxWi4gwtqyQPLizj6Xka,294.9597934513379
158,49.45,11.0833,967240661397691,NodeID-Bw6s9DYKi2V9jRqNmaheGGg2Wz2Dv7DQo,4.447890780773978
162,35.7789,-78.8003,267159898365110,NodeID-NZEnXQpa55wAhwpcUZFgSAREXW1FLdkzQ,254.7120584195257
185,48.5734,7.7521,121528543567296,NodeID-4bKCgF7VcG9ZtcfMwAVFfBJoh2xDgvz1j,1.2644809340105674
192,34.6667,33.0333,6971288377324,NodeID-KZiZi4sS44KZjmGtkeF6r1vs2MNN7p2kZ,326.43998017816995
196,52.5167,5.7167,2004980680858,NodeID-4MqtiVkCYGD4TmoBhH3b6a6UTGNrPhvvW,35.41211986594771
210,48.1333,11.5667,9876922286244,NodeID-4SvFyvJPHPYvkMnJqBaNcwr5yuU8sCsem,0.7964298158996533
216,52.0833,4.3167,2204893835284627,"NodeID-Ges52zCMZimxqri3ia1J32mUAKyUsvcpV,NodeID-KtKf9AuKyBvofsQE7Jn4eAzAndKHu1f4M",12.317539485182293
230,39.7684,-86.1581,2000000000000,NodeID-93bNuNqHUpmiZiT9bvcm4YdRU6ADQnESy,23.600383266757675
232,10.8231,106.6297,10655968952747,NodeID-Gey3HmUZyAXuvawThT1McvEjrofAwrGi6,0.015586123590746685
239,32.0835,-81.0998,2556518497063,NodeID-KhvVVixdSrBD6u9q25YYNbayxBnNsw9h,135.97784566417616
245,41.7141,44.8271,2164913007019,NodeID-JxxUAnbxUYQXzTQ8eNeE4jWQt9fTzWd8o,2.290403361018568
250,39.627,-78.2272,4307048866055,NodeID-JDYxVGLrUb8SHwuu5jZBXNC9rqYWd29PG,60.450709080697145
259,40.8258,-96.6852,1188597585945628,NodeID-J7n7bUvog8Zdgj4bCNxRzjzrSKAirk7vi,84.44753890001164
264,50.475,12.365,6861896289195978,"NodeID-Chy78FPagNNU7oAj1QWzrdPFjJgZP3Scu,NodeID-xuMEd2su4X2CGiom6AmGcMSxL2H8amTf",119.82107729789092
