id,latitude,longitude,stake_weight,uuid,distance_km
2,43.6481,-79.4042,138407141605567,ea3b2a3c-07d0-481f-8919-2d258d7acf3e,6.498297689364551
4,48.8742,2.347,5285505295826324,7eb54986-5dbd-44b2-8abe-517df5b1f6e7,123.84254698752336
6,35.6833,139.7667,7017031957012271,f8e65174-0e3f-461f-b6cb-44c52eed74c0,44.27452383120723
10,59.32,18.09,2155740604031700,d97eb7f5-ac44-4c30-b173-373604478b30,1.5976704106502095
11,51.5171,-0.1062,3110960845074636,9843a02c-2d56-4713-bc77-943e224e109c,46.42833978552278
15,25.765,-80.2,114922343896998,c04a8b1e-0f4d-4d99-9d21-7484de523d9d,95.77365673794526
16,38.9694,-77.3864,30011155265807112,434542dc-6b41-4365-8a44-0b3f096bcc04,38.330481287318904
18,33.7489,-84.3881,103539530045367,cf5ddb0a-ba1f-408f-80da-71c24ebd9222,0.014461169834146472
19,53.3478,-6.2597,14583774770269434,90e3cd0b-5dea-4ef0-8b13-40d93d4c1fee,4.663037535280464
20,48.2088,16.3726,7747369880084,1873f6e8-c3f4-4f15-bc71-644d85883871,12.70560738366573
24,47.6097,-122.3331,1621374770000401,0b4af23a-f61a-474f-9605-5a56a3fe2953,0.39633747616131026
27,45.464,9.1916,3000000000000000,80371280-f57b-4f64-96fa-df8888c252c3,0.16713609641440588
28,46.0556,14.5083,3586819305899,03784616-1ecb-43e9-84df-d2286d7526a1,82.73577717942813
29,50.1167,8.6833,14800779245172568,815455e1-4f40-4429-b47d-96e8b492ebc3,4.122422924672918
30,37.5483,-121.9875,891058082613186,8dc30186-bf75-4a5b-be38-371ca885aaf9,26.178762732505646
32,52.23,21.0108,11990408989870,3ef7c82a-0833-48c4-b526-6f8b375f3fc6,2.825256231278758
35,47.369,8.538,152434197683868,12025d1a-6535-490e-8162-cfdf766ec15e,20.785209498305164
36,3.1333,101.6833,7848313892424805,e5d63ac1-3bd4-43f8-bdc7-46f3b14105f4,328.65752868948937
37,34.0522,-118.2428,289187880685604,d702f979-5a48-4817-9e86-401126a6248d,0.08291539059700509
42,-33.9767,18.4244,3439845493773986,cfdcee0a-2d16-4f2e-bc34-1c776debf661,5.660911777977078
45,60.21,24.66,5043391254223500,f966b0b2-ca25-43a8-a768-9903e4acf770,15.875757861029603
47,47.5,19.05,6669100000000,1095a400-34a4-4a53-927d-ad56f23ba118,0.7428059839459036
52,45.5081,-73.555,7648023217242918,02b1ecef-cd69-45bd-99cb-1f3a87155713,30.216934348862292
53,49.2505,-123.1119,8965079696538,4d2c29cf-4657-4fa3-821e-1bc1d28b0270,0.5444345934013549
54,50.69,3.1817,921724515059144,5910b770-adbb-43e0-a270-0d607acd8ed4,54.14862955807901
57,-6.1333,106.75,5400000000000000,037a6186-6d94-4bd6-bb39-558adcf1dee8,13.865581316896948
63,34.0442,-5.0019,53883424182134,7bd28ada-1702-4392-9b8f-67d76b87d057,302.1913675986986
66,41.0128,28.9744,1936582925681289,72ca0805-b1e4-4bac-8c05-45783553ae0e,104.94259000568125
68,39.9522,-75.1642,1213874557168499,6489c9e3-a118-4388-a90a-8c353bbcbcaf,39.90341117178363
72,22.3,114.1667,1973971160660952,14794c73-088c-4428-9613-c89902329f47,2.549456930537915
77,53.48,-2.24,2431206497276,9db3cc48-bb6b-4e51-9af2-6f69e2a5e184,73.48863997815553
80,39.9611,-82.9989,12387733623058154,d77ce9f0-4587-4596-af29-3a42134303c6,0.01401010252713487
82,45.5236,-122.675,3908003396432585,50e05c98-5d9f-4575-8cdd-f268a849bef6,120.84056120775222
86,40.75,-111.8833,20839587575651,36eefa2b-233f-4137-803d-ec23eb4c691f,145.14402203853666
90,38.63,-90.2,37168223696011,0c50fd6b-7b5f-4f0e-9ce6-37a595836c6d,0.35130191376922454
91,52.4081,-1.5106,49145090056310,1c7bee44-6ad8-4ccb-affb-73c2ad37be7d,18.224388400320134
94,40.4,-3.6833,5432242536352,20e26fcf-abfc-4c5f-9fa6-0b00af954d46,2.456931025009301
97,27.9472,-82.4586,2619999000000,d464714c-1adb-4570-9a1f-10f2aa69f5a2,30.211862579924283
107,-33.8683,151.2086,6744346276301578,351029b2-6cf9-41b2-a8ab-991412c4ab12,15.314300282570656
111,18.5236,73.8478,2523084433896262,8663d17c-025a-4a10-b9f4-56b5e6d2b579,118.54074811521447
113,37.5665,126.978,5705423704435391,7607da1f-8779-404e-b73f-715c446bb0ed,13.529046865915445
116,24.6333,46.7167,6000000000000000,d317a54b-f7eb-4a75-993b-1b2874eb0041,412.6489855321823
119,34.6939,135.5022,3213819050521901,8547d86d-0be2-4ccc-ac78-3cbf67bad6ee,0.10118054353942998
123,38.8633,-104.7919,2025000000000,b3547c83-56c6-4a66-9b3b-3963aff08e40,84.93952703345471
