id,latitude,longitude,stake_weight,uuid,distance_km
127,56.9489,24.1064,913863082271158,a9eb623c-fa7f-4512-b8d1-1b627112a99e,204.1688903077253
133,24.95,55.3333,6599690919601,0549027c-aee2-4f9c-a800-8ee731e43c7f,14.34927499745052
150,45.8167,15.9833,6397634735708,aaff5265-a0d2-4e8e-8146-139d52abc6b7,60.737266266201715
153,51.2333,6.7833,2155527158357971,39e0a84e-b9e7-44c2-bb0d-9f71be31658e,18.356882177637928
154,42.7,23.3333,2015041480626,04ac886c-724b-4903-9e26-894f9aec67ad,294.9597934513379
158,49.45,11.0833,967240661397691,a8752aa1-6908-4698-a4fe-adb892196413,4.447890780773978
162,35.7789,-78.8003,267159898365110,a36a1c23-9251-41e0-876b-55e208e16863,254.7120584195257
185,48.5734,7.7521,121528543567296,639edfcd-5cfc-4d36-8588-eeaeafff5abd,1.2644809340105674
192,34.6667,33.0333,6971288377324,7f7e7d63-8904-478d-a51e-6f7981e815a4,326.43998017816995
196,52.5167,5.7167,2004980680858,12f1e35a-7aca-486d-b9ad-730c77477a81,35.41211986594771
210,48.1333,11.5667,9876922286244,6293b24f-4d0f-43a7-9aee-9ca8603c5694,0.7964298158996533
216,52.0833,4.3167,2204893835284627,def307b6-2e9c-4e1d-9218-21d1347c7cf6,12.317539485182293
230,39.7684,-86.1581,2000000000000,53be6589-de70-4510-b2dc-ccb54dab3b17,23.600383266757675
232,10.8231,106.6297,10655968952747,cc5eb918-eaf0-431c-9e0d-c2da36d170e5,0.015586123590746685
238,-15.7942,-47.8822,1092133946049780,7c9d33a0-afb8-48b4-94c3-3f5d9310573d,871.9251947265553
239,32.0835,-81.0998,2556518497063,94b6889b-33b3-45ae-aafe-650a069b3dab,135.97784566417616
245,41.7141,44.8271,2164913007019,9ccab5c1-7943-4388-88d0-d35a86df9e70,2.290403361018568
250,39.627,-78.2272,4307048866055,b8601450-0881-4e90-a793-c7df50f8c9cc,60.450709080697145
259,40.8258,-96.6852,1188597585945628,2616a4b1-0ea2-42bf-8c50-35212e790fe3,84.44753890001164
264,50.475,12.365,6861896289195978,f8ea2bda-158c-4347-88b4-b605a43202c5,119.82107729789092
