file,weight_column,centrality_scores
sui,stake_weight,"[0.02493171849763283, 0.003205700679587918, 0.007541239970929193, 0.0016003135540806812, 0.006064871614299118, 0.006842494932579371, 0.006176248280173704, 0.03845757345895954, 0.033296751632957845, 0.00681574051607687, 0.01288186464718408, 0.0024461662258280343, 0.032977263415415486, 0.01622773772201314, 0.0030087678891412653, 0.03317908484713607, 0.010238147408665861, 0.008529443990963526, 0.003693791366028139, 0.011103137974317058, 0.002357511971091299, 0.04023020594126064, 0.004901533402774428, 0.025064424432482475, 0.005143579739735969, 0.0028406501111385473, 0.012673199158754391, 0.010975444064161803, 0.03624988143477276, 0.011489926886327516, 0.004017614930076215, 0.017600477013417885, 0.02225835746535043, 0.09992622747812314, 0.025705209340083496, 0.034373531394027435, 0.018347989157861882, 0.10267660252757099, 0.004140442589276745, 0.07806635155235847, 0.04337295836594094, 0.06104570199489342, 0.008549911667798959, 0.011656756552096885, 0.033277566478007496, 0.0042863384242846445, 0.009553547302361534]"
sui,0.9linear_weight,"[0.02619195419739517, 0.006410121316027095, 0.010315399103646775, 0.003970364046007798, 0.00908860937071391, 0.010034819766555937, 0.008014826267387821, 0.039131862114596655, 0.03353574114839008, 0.010247283647465397, 0.015846734997699306, 0.004663207487641053, 0.03225467843181603, 0.01704430174131976, 0.004981236030447533, 0.03242384377148233, 0.011879511015674296, 0.010303137424679214, 0.005761922414671566, 0.011705555318486353, 0.004909206500316755, 0.03882991622782242, 0.0053181890386562345, 0.023489982617733923, 0.005521992701316701, 0.005355830950438657, 0.01255656181279402, 0.011228439755407577, 0.03355703750205397, 0.011314102094929786, 0.004455866349486021, 0.016719329603012437, 0.02091648860632142, 0.09210294865567717, 0.02404110270623063, 0.0319128058235009, 0.01738488774965024, 0.09479590818633596, 0.00509761138925349, 0.07169942884136635, 0.040379704898037896, 0.05675075636860589, 0.009171861037854737, 0.011990706679823302, 0.03159027134968641, 0.005003815078466091, 0.010100137863117042]"
sui,0.8linear_weight,"[0.027729813002822366, 0.009764247871669605, 0.013199692297322766, 0.00645780770841193, 0.012426125659253237, 0.01357777566086996, 0.00991624204970431, 0.04016989632681939, 0.033890097472391176, 0.014013529160131039, 0.019128753065285362, 0.006970465659922672, 0.03146524282197907, 0.0178452093646397, 0.007016467314540126, 0.03159111806213807, 0.013627585847875207, 0.012160412775970058, 0.007903743939700388, 0.01225983013439084, 0.0076282219923461785, 0.03733151331330074, 0.005705916810889482, 0.021791115921336708, 0.005870234543396856, 0.008031415805834956, 0.012377884343413486, 0.011427061276895896, 0.030689143606810347, 0.011075609169799263, 0.00487124297776132, 0.0157480088751724, 0.019462786546908088, 0.0838916942547315, 0.022254598356674513, 0.029284209357471346, 0.016329592004008582, 0.08653025955077363, 0.006037463969549407, 0.06499343308873483, 0.0371848756495465, 0.05223526360298142, 0.009760896560602412, 0.012278715029179606, 0.029773235123111603, 0.005705392865223059, 0.010616159207708625]"
sui,0.7linear_weight,"[0.029668682072739094, 0.013302261615396698, 0.016216623621611713, 0.009058463201616, 0.016200702625444166, 0.017607091825283024, 0.011862210531693155, 0.04170202870198458, 0.03437390278233302, 0.01823301119871663, 0.0228426244279858, 0.00935784250247666, 0.030571683566729506, 0.018595459740165222, 0.009096058619919696, 0.030641639509103355, 0.015489603799396616, 0.01409579407487927, 0.010104312194864807, 0.012735895489699884, 0.010541232376206808, 0.03569629695771412, 0.006044275963939756, 0.019949495625692367, 0.006168141909094128, 0.01089156949743968, 0.01211457993865645, 0.011544546158118904, 0.027628719411319336, 0.010752590948689482, 0.005245430953048493, 0.014668147141650488, 0.017879390806809423, 0.07522525603044976, 0.02032906023002292, 0.026468715517589506, 0.01516437786516415, 0.07780794226147013, 0.006934277904404356, 0.05791194633964359, 0.033762184482365766, 0.0474758697824237, 0.010291844708975786, 0.012495777131144753, 0.02780337442501953, 0.006370273292789853, 0.011078790238118108]"
sui,0.6linear_weight,"[0.032163254406785045, 0.01707316546982462, 0.019400892573737193, 0.011739925359414562, 0.020567681563023014, 0.022289848027800836, 0.013808422428333692, 0.04386521191824963, 0.03497452762649973, 0.02304795627262006, 0.027124763595632935, 0.011790602620961915, 0.029518064725806502, 0.01923859672011641, 0.011177660767043249, 0.029519051915687107, 0.017452910628492354, 0.01608172137449875, 0.012324620462310342, 0.013099054507414403, 0.01365926833128542, 0.03387123716593343, 0.006308242051864258, 0.017958515360520805, 0.006391280186805391, 0.013944848432768457, 0.011744036153907886, 0.011551158212245907, 0.024378162190835738, 0.010323293964498551, 0.005555580197054503, 0.013467590406488983, 0.01615832603401613, 0.06604610020813745, 0.01825970418153625, 0.023465272552969534, 0.01387827238649781, 0.06856167196632175, 0.007754185801853253, 0.050448631616995435, 0.030103813100508966, 0.0424676687782423, 0.010734114001995799, 0.01261340061096341, 0.025666371923801938, 0.006970988580574421, 0.011460332637123885]"
sui,0.5linear_weight,"[0.03535719336207116, 0.021137989170477198, 0.02279932586522847, 0.01441915462682554, 0.02567555843181357, 0.02777794516406136, 0.015672229707838138, 0.04673544973088112, 0.035622376100837384, 0.028580466259664133, 0.03208877724846649, 0.014193679276759422, 0.02823628371410797, 0.019698408324116186, 0.013184710197007286, 0.02815877099934634, 0.019463776808614525, 0.018052587556631906, 0.014489266555270861, 0.01332280684897992, 0.016949309255213648, 0.03179994856199312, 0.006475775599620406, 0.01584299460149169, 0.0065186074825474396, 0.017157248334202492, 0.011255989758127612, 0.01142649003693491, 0.020985754316329396, 0.009778221194542558, 0.005780740723559628, 0.01215561071437634, 0.014319452746670706, 0.05634763854044871, 0.016072330834857564, 0.020316203555661647, 0.012482320306928047, 0.05876828303031437, 0.00846288871274114, 0.042672190397359804, 0.026250611023940315, 0.037250868294125286, 0.011061180957323558, 0.012610452285710134, 0.023375894734131143, 0.007479468557510817, 0.01173676949433867]"
ethernodes,stake_weight,"[0.0001577030318809247, 5.278618139668005e-05, 6.132150990320624e-05, 6.247120924353955e-05, 0.00021639532331394704, 6.561680119811213e-05, 0.0021078893115339505, 0.0009973053915877273, 6.722605098469603e-05, 0.0003525897104276856, 0.0006893304535128946, 0.0016158265383175538, 0.0016103287053897035, 6.747519738923641e-05, 0.0002475872956158311, 0.0038207446058142387, 0.0002477879546150262, 0.0005593304295586186, 0.00011616533327028131, 0.0008755921346209576, 0.00012023767798792255, 0.0013983327715430213, 7.443029189894905e-05, 0.001172499245688651, 0.0001260658168207761, 0.00012352733884532142, 0.0015800488804990941, 0.0004006955615611881, 0.00013237696786030386, 0.00013453010375611438, 0.00012445854073864836, 0.00024840224269482084, 0.00013641028616471096, 0.00013718839637726475, 0.00013633634570322687, 0.0010941889083729815, 0.00013918870505702822, 0.00010764821015467205, 0.00022098068075532352, 0.00011432508653697446, 0.00011370769163462184, 0.0001145497829182585, 0.00015560954940772723, 0.00015797846438287858, 0.01874442957946857, 0.0011586932185964067, 0.00013066090936527828, 0.00015461007573138133, 0.00015600952430435452, 0.000950985332082594, 0.00013619691577500533, 0.0001578872386919754, 0.00013707381057440727, 0.00015657507197965794, 0.00014969169308075354, 0.00016542468299858698, 0.0016244326948287448, 0.00015246017649613955, 0.00014133574770039514, 0.0011331910822483197, 0.0005246409637741092, 0.00014813562657182917, 0.003559816331671372, 0.0001615188822384288, 0.0006402397579266249, 0.00016032044245740536, 0.000643044163521351, 0.00013336431957284268, 0.00033496556607799985, 0.0002950543892598848, 0.00014760811013761254, 0.00026722389613761325, 0.0002672007805085324, 0.0001571536429400102, 0.008619121088502268, 0.0016016247903191572, 0.0004301240812462149, 0.0004315514461163279, 0.0004403263321694788, 0.00017549561801706278, 0.00028967975601318396, 0.0005800572128222404, 0.00017865634674942273, 0.0023303559116845856, 0.00046022521386526505, 0.0005368928514951309, 0.0001784078871380079, 0.00035835318869089825, 0.00017832596761883723, 0.0006670037253179256, 0.002498449757531738, 0.0005359384289670303, 0.0001687831762283756, 0.0008951600620895907, 0.0001783878143034332, 0.00017916822730080015, 0.000179580340059029, 0.0001786474284966392, 0.00017981697177177352, 0.00018006016158255211, 0.0003586370024557927, 0.00035978718706252045, 0.0009007550883809568, 0.0004027611246666764, 0.0005437006913688225, 0.00020161051547988977, 0.0009068488773318826, 0.00017004391056041246, 0.00017238258869770658, 0.00018142903679022602, 0.00018189055189555083, 0.00018798277987285838, 0.0003442213264343629, 0.00017242292447961676, 0.0001827167147197718, 0.00015671383430344727, 0.00018223001752027055, 0.0001740060629795011, 0.0026132785869716264, 0.00017275316149153818, 0.0012101281334349603, 0.00018307773860257382, 0.0001780010188147407, 0.00017317271013060571, 0.0001748626654933092, 0.0005242106811477617, 0.0001746992421589301, 0.003465673412961157, 0.00018342378998018177, 0.00017002338458413035, 0.0005414060694218975, 0.0008683777708068237, 0.0010428694151754943, 0.0001820481230834128, 0.001271539299875268, 0.00017507237961050237, 0.00017473078209929315, 0.00018206747553064156, 0.006680606136252674, 0.000175303524581596, 0.00019781651641656673, 0.004747736771523904, 0.00015472021609890435, 0.0003356676361693437, 0.00039726853185981313, 0.000184022067659299, 0.00016565988747412985, 0.00018355423358700564, 0.002305355957181995, 0.0003530058394244249, 0.003180440441349148, 0.0016480992868695124, 0.00015169646368486903, 0.0005621179355358716, 0.0008857761301690527, 0.0008254378148348411, 0.0003546271720560847, 0.00015345282043446943, 0.0005517645942789106, 0.003196208066696755, 0.00018698551615901722, 0.0004970145151089367, 0.0009923220462443854, 0.0025969855993970663, 0.0028093256879325695, 0.0011576879191260811, 0.0009287055402350849, 0.007714587716370996, 0.0004975761074871211, 0.000497085927890667, 0.00020962328534038046, 0.0009307435167127012, 0.0003762362498214014, 0.0004989322272658168, 0.0008286997106302531, 0.0003729201263164987, 0.0008272785153092234, 0.0004969533884964286, 0.0003801714592766217, 0.00016544700070942855, 0.0001608112627636497, 0.00018680710151017935, 0.0003317827880522185, 0.00016529848988671103, 0.00016827803707283152, 0.00015217591193731906, 0.0001851227730802508, 0.00015291470591248632, 0.00030512482204404545, 0.0003710233962339682, 0.0005648062540543935, 0.00018182722660358197, 0.00015463631870466234, 0.0001550781568461254, 0.00030564524721644177, 0.0003733529535690551, 0.00018565881595323386, 0.0003465380963582359, 0.00030957335808619286, 0.0011369683403909773, 0.000155479704425432, 0.00020256583319669166, 0.00015216291354705277, 0.00019004766948768943, 0.00016580778569474987, 0.00015244418019006112, 0.0008960616115397509, 0.00037800454924029147, 0.020622558462427634, 0.00015277464362878514, 0.0001915034084941986, 0.0009569390620846161, 0.00018132590014635904, 0.0003766747265094268, 0.0003057523002468236, 0.001056536642529717, 0.00037315855115128353, 0.0003771922493514809, 0.00031710871180647105, 0.000747570630055454, 0.00021211991175675097, 0.003049419706227424, 0.0002130298134156651, 0.00018724484261433053, 0.0001877558963295025, 0.0001569031410661047, 0.00015650839818344547, 0.00018727677519312123, 0.00018686641892006666, 0.0001572609973875859, 0.00021376408179617551, 0.0013570750242303297, 0.0003880284653647288, 0.0001826962719558297, 0.00021251591484049829, 0.0003152531747277325, 0.009260273680692164, 0.007981169975173789, 0.00047360368230335055, 0.00038820930956429877, 0.0013377647589445432, 0.0034729241351740456, 0.00016801981810260044, 0.0005027671956512936, 0.0009076107641936802, 0.00020613805808405297, 0.006165482971806419, 0.00019338444271401863, 0.0011736543879612732, 0.0008415289888328236, 0.00018813074198074565, 0.00016798060743620808, 0.0001942557899360452, 0.0001849880705108021, 0.00037920694781164356, 0.0006453070407532141, 0.0001583404312673456, 0.0003355656223491681, 0.0003361933042511345, 0.00021163535813305387, 0.00017764029820988963, 0.00016861495969078808, 0.00020919112547780372, 0.0013071459869284559, 0.0001765707192421597, 0.0004279298083867771, 0.0008435662841200283, 0.0007820487852827208, 0.004061206664555149, 0.0006761403179472704, 0.0037143690824361056, 0.00037321125847771604, 0.0005855202221397199, 0.0005872531878914667, 0.0008902864309528192, 0.04598727129779853, 0.0009293250669443103, 0.0005883432834858214, 0.00021582450375055382, 0.0024819410599576965, 0.00019133259111193932, 0.0018436980055081618, 0.0009805637148184475, 0.0001761566378057124, 0.0001684272858493414, 0.00017024573327939415, 0.0001772046145800759, 0.00016959244423678856, 0.00021634063165683044, 0.0007852987891301428, 0.00017015049547254102, 0.0005356739903397354, 0.00019588422353208275, 0.00043310655935255494, 0.00019655077354568113, 0.004989110396244677, 0.00019172689308167223, 0.00021495252838062045, 0.00021290108592253267, 0.00019053839894645234, 0.0002171134569179308, 0.00019691735724520113, 0.00016970800174378954, 0.0005367210464627572, 0.00019079379706389988, 0.0001965449256250926, 0.00035765984367634566, 0.00018886453454154532, 0.000216392625009498, 0.00019729128936020273, 0.004579646704592934, 0.0009855404194384781, 0.0035457137972312288, 0.00021710192781907196, 0.007478726011697034, 0.00019085744715824073, 0.00019317610690069802, 0.0008953417238868282, 0.00038982636290169867, 0.0007890124965346353, 0.0007021081707639422, 0.00019324352506125417, 0.0005925988151160312, 0.0001924119654679463, 0.00017542329619267105, 0.00039544013247859645, 0.00519482310087281, 0.00019360348923855351, 0.00017938920390361712, 0.00019071265040267578, 0.0037052408829878667, 0.0002171496110032512, 0.000878065922837929, 0.0057198182148281256, 0.00019545057219287054, 0.0007906960008775893, 0.00018940466653182448, 0.00019626523771754746, 0.0003591074838642654, 0.02089367835864774, 0.00016941399199502327, 0.0002137686241699422, 0.00021730136782663296, 0.00019817632221959196, 0.0001760367097783527, 0.00021805986987067272, 0.0003962888382215894, 0.00018471624253783075, 0.0031628463810936245, 0.00016961585908952236, 0.001980280744246602, 0.00019835050526242196, 0.0001888877599395337, 0.00019278243842164066, 0.00021337927494672937, 0.0002118375855416087, 0.0001978683727091469, 0.0016884723977839018, 0.00019521559669093139, 0.00019473291551677386, 0.00039661883141194483, 0.00043306893150086943, 0.00019241255571191297, 0.00038906060747766316, 0.00018021142043247854, 0.003704076231349069, 0.0003526636236222472, 0.00019867509276825946, 0.0007794487306126964, 0.0002188622449974831, 0.0003978003933472244, 0.0015321817037189426, 0.0001985621330874188, 0.0001979685831704496, 0.00021698967840171464, 0.0003746818912169856, 0.00021921200721859244, 0.00019528481086620583, 0.00043765443784804265, 0.00020241908145399013, 0.00019924008436618848, 0.00019951265665106113, 0.0005959444186436051, 0.00043484825694480614, 0.005719632900549442, 0.0013360482871770172, 0.0001815222566562857, 0.001532533748571954, 0.00019365963266322148, 0.00019946610743197204, 0.00039886082764200225, 0.00021515004296595203, 0.000187687632372082, 0.00019139460624566188, 0.0001993532813830853, 0.00019965468529880643, 0.00019227567108092577, 0.0001928628048072063, 0.0002144692615601421, 0.00019276553344534534, 0.00021753356624233856, 0.0001936633429229522, 0.00019899439561233843, 0.00019149862344387572, 0.0007982368082206318, 0.0007763513392995535, 0.0002156266519250474, 0.000972306777286362, 0.0002043697672405166, 0.0031929904297489688, 0.00019095675442907086, 0.00021756882351945406, 0.00038936313595467205, 0.00021340059654633111, 0.00088034809409189, 0.00019970724942912344, 0.00021578838382293957, 0.00019061370527199254, 0.00019456516373681404, 0.0010786364513230547, 0.00019989520435905424, 0.00019930888982948569, 0.00021968535888675962, 0.0001980164820821953, 0.0005917758499777443, 0.00038354097769520857, 0.00019978012013251878, 0.00019334798567732686, 0.0005880800622319346, 0.00019417335864735946, 0.001528032911262981, 0.00021495065437662395, 0.00019879200823142928, 0.00044082400731132486, 0.00019354235096380551, 0.0002211183141571447, 0.00019799619323559363, 0.00018882009421221577, 0.00019865030464881627, 0.00022099402431116814, 0.00019106064259698878, 0.0001849258796228048, 0.0007877252452259578, 0.0008851551025434042, 0.0002202945627951651, 0.00021983570585464086, 0.0003934927229498707, 0.0002193690290202988, 0.00021864360357567227, 0.00017900447362680888, 0.0002209310549096555, 0.0002195790005371202, 0.00020007013852346679, 0.000176062220189879, 0.00019687452646537288, 0.00022160073206417314, 0.0019714043836797836, 0.00019479453032363758, 0.00022123018298443573, 0.00017628335048562442, 0.00040038325305778385, 0.0002007005664449065, 0.00022164272651359262, 0.0004428958088148305, 0.00590368773866594, 0.0001965791127816376, 0.0001787817272548946, 0.00020043092035132784, 0.00021552419795443163, 0.000592632217509055, 0.0006646831037813755, 0.00022162614757758925, 0.00019777184979042606, 0.00019227901341471764, 0.00018759258102763303, 0.00021825856066156883, 0.0005225036680295034, 0.00017333877135721046, 0.00019899106359224544, 0.0003850411634481299, 0.0001975624064278854, 0.00019803837918873848, 0.002159193636826517, 0.000173889765609824, 0.0002091137434297918, 0.0004058001405317675, 0.00018983647105766879, 0.00043851943180303284, 0.00019015687594950932, 0.00021705437828469057, 0.0013298122222684303, 0.00022210024965778647, 0.00022262662939452995, 0.0006968299485906032, 0.00021652151537708761, 0.0002231731075733966, 0.00020898320689969794, 0.00022328895724324803, 0.0003806805586486786, 0.00022282660193624542, 0.0006010250973824106, 0.011686030631594922, 0.0002234971000320497, 0.0004446275115710197, 0.0011985718948428472, 0.006267347086568503, 0.0002233487342234918, 0.00020066295439627747, 0.001048541254084272, 0.0013416447560027941, 0.0001874450726304003, 0.0006683127348702466, 0.000189963441393945, 0.00020063954076071273, 0.0014053601450307544, 0.00044754679803675945, 0.00022287873515679203, 0.00022337623371062514, 0.0004477991068012107, 0.00020079486866774967, 0.001999848707086157, 0.0019421890969240122, 0.0004483420429716827, 0.00022425852311165755, 0.00022410278057778525, 0.0022298607492233975, 0.00017748981135404937, 0.00022067837244228448, 0.00022155416340073557, 0.0002231433164831975, 0.00034989940230612405, 0.00022444664712338992, 0.00018942536856215344, 0.0013467207241746378, 0.00022455169452094317, 0.0002230297090105492, 0.00022163130729626089, 0.00020135044658417108, 0.00019790585055261527, 0.0008992853581560425, 0.0004462904927700293, 0.0002248569260500882, 0.00021702407983398265, 0.00017698495480731943, 0.00022504164597120224, 0.000403593397141527, 0.00021944944353560837, 0.00045035359700062815, 0.00022351660322543273, 0.0001894259137260759, 0.00022241887893588788, 0.0018018684551300657, 0.00022533403382370268, 0.0015164987077124837, 0.001126974676701369, 0.00022480477255355035, 0.00021926126205821473, 0.0015781926416938408, 0.0014128963637197412, 0.0004511339990013185, 0.00017630558155139761, 0.00044781676661878557, 0.0006308951055372998, 0.0004510099767052057, 0.00022195430394713128, 0.0004504645164032099, 0.0004491636497210461, 0.00022379317777783828, 0.0002252534779130476, 0.015321835389067959, 0.0011287450681274269, 0.0015921313396990923, 0.00022471258987969743, 0.0009029412328446203, 0.00022567702203216226, 0.00017712905994895725, 0.0006775228424833901, 0.002223880676552487, 0.0013550216421022194, 0.0002252410785051665, 0.000677755463793585, 0.00022468571872583584, 0.006169263547415587, 0.0001768835695335002, 0.00022387977173212996, 0.00035866895379703834, 0.00045198642240464986, 0.00022409514804459525, 0.00017949780732147874, 0.00045211092649710346, 0.00017969654218762156, 0.00045120769937299465, 0.0011288916064295196, 0.0012404141017599854, 0.00045064737207267615, 0.00022609324787110157, 0.0004516334997941878, 0.0013572328839571832, 0.0008965868902827038, 0.0002253957804970684, 0.00019001132708449322, 0.00022144345686053902, 0.0002251391109349555, 0.0002256333597500684, 0.00022641455203286514, 0.011989989975824077, 0.00022634745772640044, 0.005637935311018228, 0.0011226877388199178, 0.00037829007222868255, 0.0008961278225525093, 0.00022541826804281469, 0.00022576248267437726, 0.00022587845161049699, 0.00022615039470796832, 0.00045265775419812314, 0.00045322076220412615, 0.0004534350210012111, 0.0005318802148546118, 0.00016738144269547802, 0.0002254420995099283, 0.00021440892276757134, 0.004079442210101839, 0.0006806588229862368, 0.0018090047797210953, 0.0003559458077969107, 0.0015866112958095476, 0.011867411818906529, 0.0018159707312967528, 0.0002270956932697519, 0.00022688388510022718, 0.00022503538345794866, 0.00022642211257936897, 0.0006789548975276159, 0.00045454763885566425, 0.00035668412919812406, 0.0005343797439188739, 0.00022713848522525366, 0.00022725587651516293, 0.0002230096857960669, 0.0004523893773779377, 0.0001768175049818802, 0.0030238121232750953, 0.00045002814794684596, 0.00022644568609177514, 0.00022743488283663284, 0.0004530833840737993, 0.00022690157696796424, 0.00017830805640782702, 0.000227439922186978, 0.0005346164588757775, 0.0001789905659386243, 0.014778176227540015, 0.00022738616230543615, 0.00022495717081894975, 0.0004553319373024181, 0.0018190931638143017, 0.00022633071160676314, 0.00021519899905823625, 0.00068252444259962, 0.00022746680382452805, 0.00017850798708346824, 0.00045539682602168215, 0.00022690240628934455, 0.0002245965252966445, 0.00022795041166653431, 0.0001912325196806301, 0.000683084073136625, 0.0002248541980655834, 0.00022761993939139554, 0.04194993755350089, 0.0006716097587368847, 0.004977444953970497, 0.000456061092299905, 0.0002274389954120673, 0.00044892654048626717, 0.0004557905248649788, 0.00022785184575940218, 0.00022508673704525712, 0.0001873138900512831, 0.00022432056473734802, 0.0026168973918539516, 0.04771833293411443, 0.0004553366237674913, 0.00022754286141946038, 0.019284949867354444, 0.00022820789487592945, 0.0018244882071395902, 0.00022601818687482326, 0.0002280719632341963, 0.00454914939170175, 0.003192927811955759, 0.00045273369287211936, 0.00022817214043712388, 0.00045311907224306904, 0.00022669956394388274, 0.00045654611290653775, 0.000456318621878421, 0.00022781479846895397, 0.0009091887480246167, 0.00022808634979298002, 0.000912600371915088, 0.0004561397213285838, 0.0012857817671990638, 0.000909573976597585, 0.0015951954439880787, 0.00022640416788359416, 0.00018315976027881152, 0.0004517810144037935, 0.0002283738443254436, 0.0002258310712671957, 0.0002269539266163944, 0.00019462918924171766, 0.009083299827264166, 0.00022823128045702557, 0.00250626607320246, 0.00022773695024930402, 0.00022673192852323617, 0.00022314685198355575, 0.00022707334914777243, 0.026515910629013605, 0.0009062696503617974, 0.00022830134800617827, 0.00045351240290564016, 0.0013701542138154564, 0.0049863430462105725, 0.0004521913300507834, 0.0006852424183626079, 0.0009123044626151306, 0.0002283882601469609, 0.0004544177685794996, 0.00020948618426008348, 0.0006845919123748043, 0.00022600155741343548, 0.0002256475726483859, 0.000456523623318561, 0.00022574248006006093, 0.00021371909280692126, 0.00022847604437060569, 0.00022833600497655236, 0.00022587118117058666, 0.00022665997649863522, 0.00022498166159609949, 0.0002270173108789069, 0.0022813602093041986, 0.0009134164257118468, 0.0002263525053604944, 0.00022725203682917063, 0.00022693697380183123, 0.00022734814659266842, 0.0004482785452115443, 0.00045700146476088035, 0.0002284943076983388, 0.00022706253177242816, 0.0034194245714766996, 0.0006806710209055165, 0.0002274479836833479, 0.00022451647466438943, 0.024100651748410265, 0.0013704528763416014, 0.0004543788212481134, 0.011341288037894385, 0.00022821797801890763, 0.0002269360168320377, 0.0004567843553795841, 0.0002285025024911778, 0.00018058556942098343, 0.0018121199991501455, 0.00022501731916751768, 0.0011422027210551224, 0.0004556983666041599, 0.0009054593037208422, 0.00022834191641451119, 0.00045429840512428834, 0.000456775516996263, 0.0009130646197150162, 0.0004568947492043625, 0.011954236803102205, 0.00021402714842520126, 0.00045377135809952237, 0.000227013676282063, 0.0006850929029807513, 0.0002129677636214588, 0.00022845055223777823, 0.00022850623161999565, 0.0004537600563729161, 0.00022849410756064392, 0.00022849702294825604, 0.00045374076433092386, 0.00022654656766107607, 0.0006240705630295946, 0.0002003463081074759, 0.005472272691767713, 0.014864519743280739, 0.0004537491404875097, 0.0011325191239558322, 0.0009064246935183471, 0.0002284662980481657, 0.0007436165255317014, 0.004788571909301362, 0.001133311364356387, 0.0009071703274332827, 0.00022833925170274343, 0.00018849069451814217, 0.0006797961703421498, 0.0002283834225007973, 0.0001889672351215187, 0.00022826257955342862, 0.0004528904169721928, 0.00022166250688567367, 0.002054782755813697, 0.00022826238554322716, 0.00022608206244403612, 0.00021499467048553375, 0.002453462203453329, 0.00021652776914629315, 0.0004538833528381126, 0.0002281907902964571, 0.0002034589193638765, 0.0002268820111562994, 0.00043319416272707, 0.0002084161278610744, 0.0006505564213591583, 0.002958382361816087, 0.00022385534533539853, 0.005190258507477498, 0.00042005938935041446, 0.0008660205854021266, 0.00021050604662546296, 0.0006730583917218793, 0.00045277371780472393, 0.00022453263741198197, 0.00018832635504207845, 0.00021688188628821067, 0.00018499515513955019, 0.00022788682927073835, 0.00022739830314759047, 0.00021659653844421686, 0.0002278564640011364, 0.001021091811423495, 0.00020462044189353075, 0.0011212996739629352, 0.00022767161499434214, 0.0002018416523388911, 0.0002160332038948515, 0.000227308679228706, 0.00020715030661935596, 0.0002273852756075795, 0.0004542367914756666, 0.00045407491939601673, 0.00022676249251103, 0.0002269724194868748, 0.00022690122708832563, 0.003836774423509605, 0.0006726561712684073, 0.00022583693651800617, 0.00022674245389661863, 0.00022585488615028783, 0.0020392681038202474, 0.0011076872071795149, 0.0002213698967876943, 0.00022652005578287113, 0.04661872055359478, 0.00022458485503305315, 0.00022646036484120108, 0.00022597803504467685, 0.00022245614082769355, 0.0001804154740104921, 0.00022398288835430842, 0.0002219226025505351, 0.00019172620279936319, 0.0006749650150597127, 0.0004408833382242661, 0.0002222456426047912, 0.00022161022468498477]"
