latitude,longitude,stake_weight,uuid,GDI,country,1linear_weight,0.8linear_weight,0.6linear_weight,0.4linear_weight,0.2linear_weight,0linear_weight
-33.9258,18.4232,0.019631030837746557,NodeID-DAtCoXfLT6Y83dgJ7FmQg8eR53hz37J79,0.02440067713713061,South Africa,0.019631030837746557,0.020584960097623367,0.02153888935750018,0.022492818617376988,0.023446747877253805,0.02440067713713061
-33.8678,151.2073,0.03847304697066501,NodeID-5mmVqScHrzTiSa2WVjo99g2yzL83EBS6W,0.02979882459124305,Australia,0.03847304697066501,0.03673820249478062,0.03500335801889623,0.03326851354301183,0.03153366906712744,0.02979882459124305
-33.777,150.8973,1.6609024104112288e-05,NodeID-AUeAjRR7q12Pps6Qckyy1PUzFwP34pFij,0.029795122103843184,Australia,1.6609024104112288e-05,0.005972311640051926,0.011928014255999741,0.017883716871947553,0.02383941948789537,0.029795122103843184
-23.5475,-46.6361,0.006232755282950438,NodeID-3yiw3g5Rer7repmzoJaATJpkf7GnWD5j9,0.023393198387155586,Brazil,0.006232755282950438,0.009664843903791468,0.013096932524632498,0.016529021145473527,0.019961109766314558,0.023393198387155586
-6.2146,106.8451,0.030817537216628433,NodeID-4CL8XnuYqfVVLxRre5C5A1dpRv3cZN2Zs,0.024232268489700635,Indonesia,0.030817537216628433,0.029500483471242876,0.028183429725857315,0.026866375980471757,0.025549322235086196,0.024232268489700635
1.1494,104.0249,0.0002063936982982633,NodeID-Mss1z2VZYsNSa4LyqD99vXeNd8h3hUMDA,0.022509947903038674,Indonesia,0.0002063936982982633,0.004667104539246344,0.009127815380194429,0.013588526221142509,0.018049237062090592,0.022509947903038674
1.2897,103.8501,0.04458355175866162,NodeID-7843EeyboY1mZSmdzjqdJodxHycNn7Kv2,0.022466140645486986,Singapore,0.04458355175866162,0.04016006953602669,0.035736587313391764,0.03131310509075684,0.02688962286812191,0.022466140645486986
10.823,106.6296,6.0813096255651435e-05,NodeID-Gey3HmUZyAXuvawThT1McvEjrofAwrGi6,0.021087007453202574,Vietnam,6.0813096255651435e-05,0.004266051967645035,0.008471290839034421,0.012676529710423804,0.01688176858181319,0.021087007453202574
19.0728,72.8826,0.014399120081906283,NodeID-6ghBh6yof5ouMCya2n9fHzhpWouiZFVVj,0.014801607573400344,India,0.014399120081906283,0.014479617580205096,0.014560115078503907,0.014640612576802721,0.014721110075101533,0.014801607573400344
22.2783,114.1747,0.011265357353374094,NodeID-QKGoUvqcgormCoMj6yPw9isY7DX9H4mdd,0.02037121616675646,China,0.011265357353374094,0.013086529116050566,0.014907700878727042,0.016728872641403512,0.018550044404079986,0.02037121616675646
