latitude,longitude,stake_weight,uuid,GDI,country,1linear_weight,0.8linear_weight,0.6linear_weight,0.4linear_weight,0.2linear_weight,0linear_weight
-37.818898,144.948291,0.0005254331117632327,8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN,0.05087656343287809,Australia,0.0005254331117632327,0.010595659175986202,0.020665885240209177,0.030736111304432143,0.04080633736865512,0.05087656343287809
-33.428532,-70.630133,0.00011164726134714004,96XWbKem84optM8RLHhc8EYJQG8CCWA8F6oqWMPHDweN,0.025722702196659866,Chile,0.00011164726134714004,0.005233858248409684,0.010356069235472231,0.015478280222534776,0.02060049120959732,0.025722702196659866
-26.238909,28.059764,0.0007108231810878718,uEhHSnCXvWgtgvVaYscPHjG13G3peMmngQQ2ghC54i3,0.025172528408868258,South Africa,0.0007108231810878718,0.005603164226643947,0.010495505272200027,0.015387846317756103,0.020280187363312184,0.025172528408868258
-23.547121047973636,-46.637184143066406,0.0007052702592382022,simpRo1FrQYGa1moicfgnPDp6KyE38d4gYrZzhjXYJb,0.01893766294935367,Brazil,0.0007052702592382022,0.004351748797261295,0.007998227335284389,0.011644705873307482,0.015291184411330577,0.01893766294935367
1.2899869680404663,103.85028076171876,0.022713689155617032,Va1idLRtYEtVFJFsvz8vtt1uCJgea4Q1zi2Rh3eraJh,0.021930649156992308,Singapore,0.022713689155617032,0.022557081155892087,0.022400473156167142,0.022243865156442198,0.022087257156717256,0.021930649156992308
20.604813,-100.406992,0.0011400838818871094,FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,0.013276953091273821,Mexico,0.0011400838818871094,0.003567457723764451,0.005994831565641795,0.008422205407519135,0.010849579249396479,0.013276953091273821
22.285520553588867,114.1576919555664,0.006136216224207963,D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz,0.018426030266287096,China,0.006136216224207963,0.00859417903262379,0.011052141841039616,0.013510104649455443,0.01596806745787127,0.018426030266287096
25.766368,-80.210268,0.005906957393972826,HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp,0.011427199209872565,United States,0.005906957393972826,0.0070110057571527735,0.008115054120332721,0.009219102483512669,0.010323150846692617,0.011427199209872565
27.78852844238281,-82.67501068115234,0.0013320746091278178,DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA,0.011071547348725317,United States,0.0013320746091278178,0.003279969157047317,0.005227863704966818,0.007175758252886317,0.009123652800805817,0.011071547348725317
28.007360458374023,-82.51544952392578,0.00010841906522771656,1so1ctTM24PdU7RLZJzJKYYVYri3gjNeCd8nmHbpdXg,0.011027927910820263,United States,0.00010841906522771656,0.0022923208343462254,0.004476222603464735,0.0066601243725832445,0.008844026141701754,0.011027927910820263
28.805269241333008,-97.00360107421876,0.0001054099057536235,CJtJMo1bwttF5nq2noEk8YbbUikXWWAHtEYuqVbtNen2,0.011074843872639224,United States,0.0001054099057536235,0.002299296699130743,0.004493183492507864,0.006687070285884983,0.008880957079262104,0.011074843872639224
30.408615112304688,-91.0833740234375,0.0021351952255774928,juigBT2qetpYpf1iwgjaiWTjryKkY3uUTVAnRFKkqY6,0.01069696094281346,United States,0.0021351952255774928,0.003847548369024686,0.005559901512471879,0.007272254655919073,0.008984607799366266,0.01069696094281346
32.72793,-117.15529,2.630506185652738e-06,parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS,0.009483931296196204,United States,2.630506185652738e-06,0.0018988906641877626,0.003795150822189873,0.005691410980191983,0.007587671138194094,0.009483931296196204
32.736212,-96.784359,0.007078292933801109,GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,0.010154153657914066,United States,0.007078292933801109,0.007693465078623701,0.008308637223446293,0.008923809368268884,0.009538981513091476,0.010154153657914066
33.74879455566406,-84.38754272460938,9.591329873965191e-05,4J9HoqBamEDyEKGDZgeRjCpiGCirHzqP1CadWmznrghF,0.009322967801132759,United States,9.591329873965191e-05,0.0019413241992182729,0.003786735099696895,0.005632146000175516,0.007477556900654138,0.009322967801132759
34.05257034301758,-118.24390411376952,0.025003926832755013,EgxVyTgh2Msg781wt9EsqYx4fW8wSvfFAHGLaJQjghiL,0.009092331810153734,United States,0.025003926832755013,0.02182160782823476,0.018639288823714503,0.015456969819194246,0.01227465081467399,0.009092331810153734
34.498624,-106.108278,0.010977807447665352,6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,0.01106550241866687,United States,0.010977807447665352,0.010995346441865655,0.01101288543606596,0.011030424430266262,0.011047963424466567,0.01106550241866687
35.040169,137.259429,0.000512392249412194,5cQ27F39MuLu3ZHSyuTBxu9xaarnxezAAiLuyf1FCL2W,0.021295535315982578,Japan,0.000512392249412194,0.00466902086272627,0.008825649476040347,0.012982278089354425,0.017138906702668502,0.021295535315982578
35.13726043701172,-80.93611907958984,0.0015343531594414121,BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,0.009060080497055987,United States,0.0015343531594414121,0.0030394986269643267,0.004544644094487242,0.006049789562010157,0.007554935029533073,0.009060080497055987
35.675099,139.393288,0.04906665886989619,JupRhwjrF5fAcs6dFhLH59r3TJFvbcyLP2NRM8UGH9H,0.02130507465049327,Japan,0.04906665886989619,0.043514342026015604,0.03796202518213502,0.03240970833825444,0.026857391494373856,0.02130507465049327
35.68949890136719,139.69232177734375,0.04165389082695154,XkCriyrNwS3G4rzAXtG5B1nnvb5Ka1JtCku93VqeKAr,0.021323589501515115,Japan,0.04165389082695154,0.03758783056186425,0.03352177029677697,0.02945571003168968,0.0253896497666024,0.021323589501515115
37.33369827270508,-121.88929748535156,0.003381869734123073,HUcasdKeLaC1GMYVKpQrSuJSJUAaZxyVe8zY1NoAb7xg,0.009726534460641614,United States,0.003381869734123073,0.004650802679426781,0.005919735624730489,0.007188668570034197,0.008457601515337906,0.009726534460641614
37.38228225708008,-5.975700855255127,0.00020134549623576403,Hhn4usDjnktbPURJHbi4YrPdKudBD5Qq35mTcaQ3Uu6,0.006911831241737796,Spain,0.00020134549623576403,0.00154344264533617,0.0028855397944365768,0.004227636943536983,0.00556973409263739,0.006911831241737796
37.50503540039063,-122.47074127197266,9.326323108658317e-05,87aa82cCUqVUWza4WvGk4wNTRJ1aZzugUvch74r7gHQd,0.009773977411307642,United States,9.326323108658317e-05,0.0020294060671307945,0.003965548903175007,0.0059016917392192185,0.00783783457526343,0.009773977411307642
37.54827117919922,-121.9885711669922,6.935919261639493e-05,TahoeMHorTATHYXCsKhG1jp5gVoSp6kKKibET7wEbcX,0.009713788680158817,United States,6.935919261639493e-05,0.001998245090124879,0.003927130987633364,0.005856016885141848,0.007784902782650333,0.009713788680158817
37.56631088256836,126.97720336914062,0.0009819193775534357,8Zh5A5Hs6bJFAyWrLGMaF2VEUVbXFANtfuw7824Hd5XV,0.018333980340364323,South Korea,0.0009819193775534357,0.004452331570115612,0.007922743762677792,0.011393155955239967,0.014863568147802148,0.018333980340364323
37.79125595092773,-122.40081024169922,0.001193716843676819,sTepQGoReJq2tBKStL19DT6nnGHcGiAvFjyYaokLyuM,0.009736318055888624,United States,0.001193716843676819,0.0029022370861191797,0.004610757328561542,0.006319277571003902,0.008027797813446263,0.009736318055888624
38.637454986572266,-90.237548828125,0.0002991103585169515,7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx,0.008731909393752872,United States,0.0002991103585169515,0.001985670165564135,0.00367222997261132,0.005358789779658504,0.007045349586705688,0.008731909393752872
38.95669174194336,-77.34210205078125,0.0009723456102120233,9hQqNe3DQTiwhspatewA8EXhz12e6sq5UJVJ2qNRwnTf,0.008582033549710275,United States,0.0009723456102120233,0.0024942831981116733,0.004016220786011324,0.005538158373910975,0.007060095961810625,0.008582033549710275
39.72468185424805,-75.6060562133789,0.029721934468263992,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,0.008521221057678411,United States,0.029721934468263992,0.025481791786146877,0.02124164910402976,0.017001506421912643,0.012761363739795528,0.008521221057678411
40.43489,-3.678245,0.0067678273375914606,CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,0.006084830031002439,Spain,0.0067678273375914606,0.006631227876273656,0.006494628414955852,0.006358028953638047,0.006221429492320244,0.006084830031002439
40.450508,-79.936309,0.004107601763573657,AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,0.00846324173017738,United States,0.004107601763573657,0.004978729756894402,0.005849857750215147,0.006720985743535891,0.007592113736856636,0.00846324173017738
